파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급,학교 수
강원특별자치도교육청_사립_고등_결산_세출_2024.csv,85591429309.0,26025485479.0,12916725852.0,5239017107.0,9928603913.0,8829820087.0,22011387560.0,4503893950.0,524899404.20000005,고등,21
강원특별자치도교육청_사립_중등_결산_세출_2023.csv,31321440210.0,6289837850.0,3913294674.0,1912077156.0,5986357704.0,2099505235.0,5202972312.0,960795151.0,295651921.20000005,중등,15
강원특별자치도교육청_사립_중등_결산_세출_2022.csv,30510444880.0,5979674910.0,3308078959.0,1575049610.0,5630576156.0,2058774397.0,3757758960.0,492776630.0,288923039.90000004,중등,15
강원특별자치도교육청_사립_고등_결산_세출_2022.csv,85548217589.0,23179684055.0,6414493904.0,4108250699.0,12298044343.0,6962169956.0,29406190830.0,1230548690.0,534560530.9,고등,21
강원특별자치도교육청_사립_중등_결산_세출_2024.csv,30185882380.0,6181129450.0,3847923336.0,2457890924.0,4160509264.0,2608652711.0,5996857886.0,1058762910.0,318595818.8000001,중등,15
강원특별자치도교육청_사립_고등_결산_세출_2023.csv,85036370700.0,24778018298.0,8724069059.0,4371839974.0,8184950475.0,7496969560.0,27654219424.0,4405116370.0,535242677.29999995,고등,21
강원특별자치도교육청_사립_초등_결산_세출_2024.csv,4272341950.0,1998917525.0,1723939344.0,1314682110.0,619094315.0,510751448.0,1780114790.0,53563310.0,37067482.5,초등,3
강원특별자치도교육청_사립_초등_결산_세출_2023.csv,4282199190.0,1861520560.0,1566775207.0,988366530.0,836866329.0,456461710.0,528693690.0,84033560.0,31872116.2,초등,3
강원특별자치도교육청_사립_초등_결산_세출_2022.csv,3907357830.0,1621554130.0,1255416842.0,866548250.0,1133480540.0,295536510.0,1319457110.0,22049520.0,33393159.8,초등,3
고등_평균,85392005866.0,24661062610.666668,9351762938.333334,4573035926.666667,10137199577.0,7762986534.333333,26357265938.0,3379853003.3333335,531567537.46666664,고등,63
중등_평균,30672589156.666668,6150214070.0,3689765656.3333335,1981672563.3333333,5259147708.0,2255644114.3333335,4985863052.666667,837444897.0,301056926.63333344,중등,45
초등_평균,4153966323.3333335,1827330738.3333333,1515377131.0,1056532296.6666666,863147061.3333334,420916556.0,1209421863.3333333,53215463.333333336,34110919.5,초등,9
전체_평균,58096996397.589745,15785064566.384615,6571272767.769231,3305857430.769231,7547637126.179487,5080003297.538462,16203046053.282051,2146108536.2820513,404643716.53333336,전체,117
