파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급
강원특별자치도교육청_사립_고등_결산_세출_2024.csv,85591429309.0,26025485479.0,12916725852.0,5239017107.0,9928603913.0,8829820087.0,22011387560.0,4503893950.0,524899404.20000005,고등
강원특별자치도교육청_사립_중등_결산_세출_2023.csv,31321440210.0,6289837850.0,3913294674.0,1912077156.0,5986357704.0,2099505235.0,5202972312.0,960795151.0,295651921.20000005,중등
강원특별자치도교육청_사립_중등_결산_세출_2022.csv,30510444880.0,5979674910.0,3308078959.0,1575049610.0,5630576156.0,2058774397.0,3757758960.0,492776630.0,288923039.90000004,중등
강원특별자치도교육청_사립_고등_결산_세출_2022.csv,85548217589.0,23179684055.0,6414493904.0,4108250699.0,12298044343.0,6962169956.0,29406190830.0,1230548690.0,534560530.9,고등
강원특별자치도교육청_사립_중등_결산_세출_2024.csv,30185882380.0,6181129450.0,3847923336.0,2457890924.0,4160509264.0,2608652711.0,5996857886.0,1058762910.0,318595818.8000001,중등
강원특별자치도교육청_사립_고등_결산_세출_2023.csv,85036370700.0,24778018298.0,8724069059.0,4371839974.0,8184950475.0,7496969560.0,27654219424.0,4405116370.0,535242677.29999995,고등
강원특별자치도교육청_사립_초등_결산_세출_2024.csv,4272341950.0,1998917525.0,1723939344.0,1314682110.0,619094315.0,510751448.0,1780114790.0,53563310.0,37067482.5,초등
강원특별자치도교육청_사립_초등_결산_세출_2023.csv,4282199190.0,1861520560.0,1566775207.0,988366530.0,836866329.0,456461710.0,528693690.0,84033560.0,31872116.2,초등
강원특별자치도교육청_사립_초등_결산_세출_2022.csv,3907357830.0,1621554130.0,1255416842.0,866548250.0,1133480540.0,295536510.0,1319457110.0,22049520.0,33393159.8,초등
고등_합계,256176017598.0,73983187832.0,28055288815.0,13719107780.0,30411598731.0,23288959603.0,79071797814.0,10139559010.0,1594702612.4,고등
중등_합계,92017767470.0,18450642210.0,11069296969.0,5945017690.0,15777443124.0,6766932343.0,14957589158.0,2512334691.0,903170779.9000002,중등
초등_합계,12461898970.0,5481992215.0,4546131393.0,3169596890.0,2589441184.0,1262749668.0,3628265590.0,159646390.0,102332758.5,초등
2024_합계,120049653639.0,34205532454.0,18488588532.0,9011590141.0,14708207492.0,11949224246.0,29788360236.0,5616220170.0,880562705.5000001,전체
2023_합계,120640010100.0,32929376708.0,14204138940.0,7272283660.0,15008174508.0,10052936505.0,33385885426.0,5449945081.0,862766714.7,전체
2022_합계,119966020299.0,30780913095.0,10977989705.0,6549848559.0,19062101039.0,9316480863.0,34483406900.0,1745374840.0,856876730.5999999,전체
