FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE,PBAN_EXCP_RSN
국립,2,충청북도 청주시 서원구,교육부,충청북도교육청,A000000001,N,복식부기,예산세입,70000000,2600000,0,407742000,391510000,S000003528,855797000,A000000001,12,N,청주교육대학교부설초등학교,,,
국립,2,충청북도 청주시 흥덕구,교육부,충청북도교육청,A000000001,N,복식부기,예산세입,130000000,2000000,0,415555000,516667000,S000003536,1139367000,A000000001,12,N,한국교원대학교부설월곡초등학교,,,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,3000000,2400000,0,26759000,0,S110000278,438813000,M100000001,12,N,감물초등학교,,,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,10000000,2400000,0,82291000,0,S110000286,422043000,M100000001,12,N,괴산명덕초등학교,,,
공립,2,충청북도 증평군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,5000000,1432000,0,19737000,0,S110000290,528808000,M100000001,12,N,도안초등학교,초,2.0,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,15000000,1760000,0,121737000,0,S110000293,719556000,M100000001,12,N,동인초등학교,초,2.0,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,5000000,1650000,0,17788000,0,S110000296,512551000,M100000001,12,N,목도초등학교,,,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,10000000,1300000,0,21245000,0,S110000297,392860000,M100000001,12,N,문광초등학교,,,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,0,1300000,0,17196000,0,S110000300,299367000,M100000001,12,N,백봉초등학교,,,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,8000000,800000,0,17444000,0,S110000303,440920000,M100000001,12,N,보광초등학교,,,
공립,2,충청북도 증평군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,5000000,11950000,0,279398000,0,S110000308,1077769000,M100000001,12,N,삼보초등학교,,,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,13000000,800000,0,19082000,878000,S110000311,341807000,M100000001,12,N,소수초등학교,초,2.0,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,12000000,1300000,0,13931000,25789000,S110000314,345086000,M100000001,12,N,송면초등학교,,,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,12000000,1400000,0,12862000,18531000,S110000323,405622000,M100000001,12,N,연풍초등학교,,,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,1000000,250000,0,19832000,0,S110000333,288176000,M100000001,12,N,장연초등학교,,,
공립,2,충청북도 증평군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,10000000,1400000,0,57234000,0,S110000338,479310000,M100000001,12,N,죽리초등학교,,,
공립,2,충청북도 증평군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,20475000,4000000,0,337919000,0,S110000340,1631324000,M100000001,12,N,증평초등학교,,,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,0,1150000,0,20461000,22308000,S110000341,386661000,M100000001,12,N,청안초등학교,,,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,10000000,1580000,0,20636000,33300000,S110000342,393156000,M100000001,12,N,청천초등학교,초,2.0,
공립,2,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,예산세입,11000000,410000,0,12571000,40053000,S110000346,452984000,M100000001,12,N,칠성초등학교,,,
공립,2,충청북도 단양군,충청북도단양교육지원청,충청북도교육청,M100000060,N,복식부기,예산세입,20000000,1200000,0,24402000,0,S110000358,574715000,M100000001,12,N,가곡초등학교,,,
공립,2,충청북도 단양군,충청북도단양교육지원청,충청북도교육청,M100000060,Y,복식부기,,0,0,0,0,0,S110000359,0,M100000001,12,Y,가곡초등학교대곡분교장,초,2.0,본교에서 통합운영
공립,2,충청북도 단양군,충청북도단양교육지원청,충청북도교육청,M100000060,Y,복식부기,,0,0,0,0,0,S110000360,0,M100000001,12,Y,가곡초등학교보발분교장,초,2.0,본교에서 통합운영
