정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,2876500
,교직원보수,0
,기타 교직원 보수,1900000
,교직원 복지 및 역량강화,976500
학생복지/교육격차 해소,학생복지/교육격차 해소,84589000
,급식 관리,50409870
,기숙사 관리,0
,보건관리,4808160
,교육격차 해소,0
,학생복지,29370970
기본적 교육활동,기본적 교육활동,37705840
,교과 활동,26805520
,창의적 체험활동,10900320
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,35142820
,방과후학교 운영,1778600
,직업교육,0
,국제교육,0
,독서활동,5951750
,교기육성,0
,기타 선택적 교육활동,27412470
교육활동 지원,교육활동 지원,21067520
,교무업무 운영,4284880
,생활지도 운영,0
,연구학교 운영,0
,학습지원실 운영,16782640
,교육여건 개선,0
학교 일반운영,학교 일반운영,109751230
,학교기관운영,42042590
,시설 장비 유지,66724850
,학교운영 협력,983790
학교시설 확충,학교시설 확충,19213000
,시설확충 및 개선,19213000
학교 재무활동,학교 재무활동,5801030
,반환금,5801030
,예비비,0
세출합계,세출합계,316146940
