정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,1877350
,교직원보수,0
,기타 교직원 보수,800000
,교직원 복지 및 역량강화,1077350
학생복지/교육격차 해소,학생복지/교육격차 해소,119222810
,급식 관리,45721800
,기숙사 관리,0
,보건관리,49502970
,교육격차 해소,300000
,학생복지,23698040
기본적 교육활동,기본적 교육활동,66746950
,교과 활동,49454610
,창의적 체험활동,17292340
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,37970850
,방과후학교 운영,7807130
,직업교육,0
,국제교육,0
,독서활동,5894200
,교기육성,147900
,기타 선택적 교육활동,24121620
교육활동 지원,교육활동 지원,29266720
,교무업무 운영,3796510
,생활지도 운영,1002000
,연구학교 운영,0
,학습지원실 운영,2419330
,교육여건 개선,22048880
학교 일반운영,학교 일반운영,90816800
,학교기관운영,18231860
,시설 장비 유지,71095890
,학교운영 협력,1489050
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,9176400
,반환금,9176400
,예비비,0
세출합계,세출합계,355077880
