정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,11303340
,교직원보수,0
,기타 교직원 보수,7656290
,교직원 복지 및 역량강화,3647050
학생복지/교육격차 해소,학생복지/교육격차 해소,315118420
,급식 관리,281666520
,기숙사 관리,0
,보건관리,21518200
,교육격차 해소,4244000
,학생복지,7689700
기본적 교육활동,기본적 교육활동,357473450
,교과 활동,326133690
,창의적 체험활동,31339760
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,153520920
,방과후학교 운영,105942500
,직업교육,0
,국제교육,0
,독서활동,18973260
,교기육성,2090860
,기타 선택적 교육활동,26514300
교육활동 지원,교육활동 지원,52014290
,교무업무 운영,10345130
,생활지도 운영,21161660
,연구학교 운영,0
,학습지원실 운영,2796540
,교육여건 개선,17710960
학교 일반운영,학교 일반운영,331274460
,학교기관운영,171249630
,시설 장비 유지,155791750
,학교운영 협력,4233080
학교시설 확충,학교시설 확충,73530570
,시설확충 및 개선,73530570
학교 재무활동,학교 재무활동,31942150
,반환금,31942150
,예비비,0
세출합계,세출합계,1326177600
