정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,54500060
,교직원보수,0
,기타 교직원 보수,600000
,교직원 복지 및 역량강화,53900060
학생복지/교육격차 해소,학생복지/교육격차 해소,433689900
,급식 관리,368350300
,기숙사 관리,0
,보건관리,32079250
,교육격차 해소,0
,학생복지,33260350
기본적 교육활동,기본적 교육활동,190541270
,교과 활동,98442370
,창의적 체험활동,80898900
,자유학기(년) 활동,11200000
선택적 교육활동,선택적 교육활동,20368260
,방과후학교 운영,4177400
,직업교육,0
,국제교육,0
,독서활동,16190860
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,210388010
,교무업무 운영,13250800
,생활지도 운영,14011640
,연구학교 운영,0
,학습지원실 운영,14293670
,교육여건 개선,168831900
학교 일반운영,학교 일반운영,264442110
,학교기관운영,88157920
,시설 장비 유지,173139570
,학교운영 협력,3144620
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,6323550
,반환금,6323550
,예비비,0
세출합계,세출합계,1180253160
