정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,37985000
,교직원보수,0
,기타 교직원 보수,31215000
,교직원 복지 및 역량강화,6770000
학생복지/교육격차 해소,학생복지/교육격차 해소,618452000
,급식 관리,555895000
,기숙사 관리,0
,보건관리,40557000
,교육격차 해소,0
,학생복지,22000000
기본적 교육활동,기본적 교육활동,159350000
,교과 활동,55850000
,창의적 체험활동,102500000
,자유학기(년) 활동,1000000
선택적 교육활동,선택적 교육활동,33940000
,방과후학교 운영,11840000
,직업교육,0
,국제교육,0
,독서활동,22100000
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,138311000
,교무업무 운영,104943000
,생활지도 운영,5950000
,연구학교 운영,0
,학습지원실 운영,20130000
,교육여건 개선,7288000
학교 일반운영,학교 일반운영,294609000
,학교기관운영,114789000
,시설 장비 유지,176820000
,학교운영 협력,3000000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,1282647000
