정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,115786910
,교직원보수,0
,기타 교직원 보수,28110940
,교직원 복지 및 역량강화,87675970
학생복지/교육격차 해소,학생복지/교육격차 해소,736165850
,급식 관리,603393440
,기숙사 관리,0
,보건관리,79868810
,교육격차 해소,0
,학생복지,52903600
기본적 교육활동,기본적 교육활동,270690800
,교과 활동,171088440
,창의적 체험활동,79854360
,자유학기(년) 활동,19748000
선택적 교육활동,선택적 교육활동,20262420
,방과후학교 운영,0
,직업교육,0
,국제교육,0
,독서활동,20262420
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,238986670
,교무업무 운영,19098420
,생활지도 운영,16308350
,연구학교 운영,23000000
,학습지원실 운영,31499800
,교육여건 개선,149080100
학교 일반운영,학교 일반운영,249664050
,학교기관운영,51275000
,시설 장비 유지,195689150
,학교운영 협력,2699900
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,1631556700
