정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,107957100
,교직원보수,0
,기타 교직원 보수,39592560
,교직원 복지 및 역량강화,68364540
학생복지/교육격차 해소,학생복지/교육격차 해소,882653620
,급식 관리,608215510
,기숙사 관리,0
,보건관리,93732650
,교육격차 해소,294000
,학생복지,180411460
기본적 교육활동,기본적 교육활동,291657590
,교과 활동,169843330
,창의적 체험활동,52718620
,자유학기(년) 활동,69095640
선택적 교육활동,선택적 교육활동,22799420
,방과후학교 운영,0
,직업교육,0
,국제교육,0
,독서활동,22799420
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,165429820
,교무업무 운영,16428230
,생활지도 운영,10453150
,연구학교 운영,0
,학습지원실 운영,53843440
,교육여건 개선,84705000
학교 일반운영,학교 일반운영,357543240
,학교기관운영,119649430
,시설 장비 유지,236236990
,학교운영 협력,1656820
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,1828040790
