파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,평균합계,학교급
공립_고등_결산_세출_2022.csv,75495017.86074178,896335769.2169349,405012276.2582225,280823616.29461163,427922912.0090973,406216750.3268019,119212377.20923723,34152433.14485654,7704507.787876664,2652875660.1083803,고등
공립_고등_결산_세출_2023.csv,78895958.19050942,932292170.5338452,510043565.9406839,319465865.71458477,437160629.9399861,425168025.30146545,110128311.02372643,34114211.96720167,8374864.661608391,2855643603.273611,고등
공립_고등_결산_세출_2024.csv,72842909.58019526,1013677482.3898188,578236464.9602511,330622131.9707113,411437707.91143656,463353144.7119944,124334833.32984658,28413483.9707113,9006792.216969272,3031924951.0419345,고등
공립_중등_결산_세출_2023.csv,54055899.8,606421986.5463138,252715241.4710775,108751857.62835538,258957469.35274103,280642270.47183365,52066127.89943289,11730587.992060492,7650783.982519085,1632992225.1443338,중등
공립_중등_결산_세출_2022.csv,53652959.86623721,538337973.2618417,198437002.4259189,106366029.44676012,261659451.2785146,257642932.10799545,61068174.441834025,14353063.452444108,6952054.832683486,1498469641.1142297,중등
공립_중등_결산_세출_2024.csv,51879355.00150886,617602379.2187854,286747420.16069406,113682312.02866843,236416621.3809883,295435398.33685404,58524245.97321765,9334381.370426254,8157691.257371428,1677779804.7285144,중등
공립_초등_결산_세출_2023.csv,45219412.51331917,533637290.55139726,282289616.279294,286605393.77136785,230270314.09985292,260768226.5214904,51262837.19741788,10199929.9594705,9143280.211059984,1709396301.1046703,초등
공립_초등_결산_세출_2022.csv,47673183.624078624,493834635.7675676,230123690.03374285,253357511.7123669,231020850.8723997,239664703.2881245,66990553.20917281,12157809.69041769,8447221.933426596,1583270160.131297,초등
공립_초등_결산_세출_2024.csv,39983643.81507618,535032534.32526064,297826811.8935044,311425518.04170007,212378020.836247,282749779.1159583,47595643.26832398,9461140.824218124,10059868.578193149,1746512960.6984816,초등
초등_평균,44292079.98415799,520834820.2147419,270080039.40218043,283796141.1751449,224556395.26949987,261060902.97519103,55283011.224971555,10606293.49136877,9216790.240893243,1679726473.9781497,초등
중등_평균,53196071.555915356,587454113.0089803,245966554.68589678,109600066.36792798,252344514.00408134,277906866.97222775,57219516.10482819,11806010.938310286,7586843.357524667,1603080556.9956925,중등
고등_평균,75744628.5438155,947435140.7135329,497764102.38638586,310303871.3266359,425507083.28683996,431579306.78008723,117891840.52093674,32226709.694256503,8362054.88881811,2846814738.1413083,고등
