파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,평균합계,학교급
공립_고등_결산_세출_2022.csv,107882380523.0,1280863814211.0,578762542773.0,401296947685.0,611501841261.0,580483736217.0,170354487032.0,48803826964.0,10994332613.3,3790943909279.3,고등
공립_고등_결산_세출_2023.csv,113057908087.0,1335974680375.0,730892429993.0,457794585569.0,626451182704.0,609265780257.0,157813869697.0,48885665749.0,11976056466.1,4092112158897.1,고등
공립_고등_결산_세출_2024.csv,104456732338.0,1453613509747.0,829191090753.0,474112137246.0,590001673145.0,664448409517.0,178296150995.0,40744936014.0,12897726454.699999,4347762366209.7,고등
공립_중등_결산_세출_2023.csv,142977854971.0,1603986154415.0,668431813691.0,287648663427.0,684942506438.0,742298805398.0,137714908294.0,31027405239.0,20045054034.2,4319073165907.2,중등
공립_중등_결산_세출_2022.csv,141590161087.0,1420673911438.0,523675249402.0,280699951710.0,690519291924.0,679919697833.0,161158912352.0,37877734451.0,18186575442.3,3954301485639.3,중등
공립_중등_결산_세출_2024.csv,137532170109.0,1637263907309.0,760167410846.0,301371809188.0,626740463281.0,783199240991.0,155147776075.0,24745445013.0,21413939550.6,4447582162362.6,중등
공립_초등_결산_세출_2023.csv,276697585169.0,3265326580884.0,1727330162013.0,1753738404487.0,1409024051977.0,1595640778085.0,313677300811.0,62413371422.0,55636860084.3,10459485094932.3,초등
공립_초등_결산_세출_2022.csv,291044786025.0,3014860451361.0,1404905127656.0,1546747609004.0,1410382294576.0,1463153013574.0,408977327342.0,74223428160.0,51325320467.5,9665619358165.5,초등
공립_초등_결산_세출_2024.csv,249298019187.0,3335927851518.0,1856950172156.0,1941738104990.0,1324176959914.0,1762944872788.0,296758835778.0,58990213039.0,61355138458.4,10888140167828.4,초등
public_결산_세출_초등_합계,817040390381.0,9616114883763.0,4989185461825.0,5242224118481.0,4143583306467.0,4821738664447.0,1019413463931.0,195627012621.0,168317319010.2,31013244620926.203,초등
public_결산_세출_중등_합계,422100186167.0,4661923973162.0,1952274473939.0,869720424325.0,2002202261643.0,2205417744222.0,454021596721.0,93650584703.0,59645569027.1,12720956813909.1,중등
public_결산_세출_고등_합계,325397020948.0,4070452004333.0,2138846063519.0,1333203670500.0,1827954697110.0,1854197925991.0,506464507724.0,138434428727.0,35868115534.1,12230818434386.102,고등
2022_합계,540517327635.0,5716398177010.0,2507342919831.0,2228744508399.0,2712403427761.0,2723556447624.0,740490726726.0,160904989575.0,80506228523.1,17410864753084.1,
2023_합계,532733348227.0,6205287415674.0,3126654405697.0,2499181653483.0,2720417741119.0,2947205363740.0,609206078802.0,142326442410.0,87657970584.6,18870670419736.6,
2024_합계,491286921634.0,6426805268574.0,3446308673755.0,2717222051424.0,2540919096340.0,3210592523296.0,630202762848.0,124480594066.0,95666804463.7,19683484696400.7,
