파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,평균합계,학교급
공립_중등_결산_세입_2024.csv,1538876537.0682762,12319109.557148246,95531413.68955112,0.0,16327353.291965296,33083671.49717088,1696138085.1041117,중등
공립_중등_결산_세입_2022.csv,1407695870.647215,10363546.976506252,60290143.81053429,0.0,9132783.27055703,62833931.40242516,1550316276.1072373,중등
공립_중등_결산_세입_2023.csv,1505655231.3285444,10186129.570888469,71981145.04461248,0.0,12340183.41436673,58604872.66880907,1658767562.0272212,중등
공립_고등_결산_세입_2024.csv,2637862412.4951186,49882879.4972106,290777895.9246862,0.0,41921150.08437936,96944225.45048815,3117388563.4518824,고등
공립_고등_결산_세입_2023.csv,2522952755.8995113,42678804.15143056,219723785.9448709,0.0,29461480.14654571,129082981.03558967,2943899807.1779485,고등
공립_고등_결산_세입_2022.csv,2384282933.806158,45209804.951714486,192602363.52694193,0.0,22159605.3310007,129298527.71588524,2773553235.3317003,고등
공립_초등_결산_세입_2024.csv,1538755208.149158,13779050.093344025,167044870.34001604,0.0,13459648.474739375,30625566.853247795,1763664343.9105053,초등
공립_초등_결산_세입_2022.csv,1415034003.5937755,14444341.818345618,101705171.57575758,0.0,6140730.302047502,74455811.65585585,1611780058.945782,초등
공립_초등_결산_세입_2023.csv,1521548808.7388463,13247544.147082856,149854526.6164406,0.0,9712358.274554666,36998593.276842624,1731361831.053767,초등
public_결산_세입_초등_평균,1491779340.160593,13823645.352924166,139534856.17740473,0.0,9770912.350447182,47359990.59531542,1702268744.6366847,초등
public_결산_세입_중등_평균,1484075879.6813452,10956262.034847654,75934234.18156596,0.0,12600106.658963019,51507491.85613503,1635073974.4128568,중등
public_결산_세입_고등_평균,2515032700.7335963,45923829.533451885,234368015.13216636,0.0,31180745.18730859,118441911.40065436,2944947201.9871774,고등
public_결산_세입_전체_평균,1830295973.525178,23567912.307074565,149945701.830379,0.0,17850588.065572932,72436464.61736828,2094096640.345573,전체
