파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,평균합계,학교급
공립_초등_예산_세출_2024.csv,17137381.441643924,380884098.7317386,144382949.26954567,187575619.36105314,68211777.8134532,239045933.21560442,3323222.6681650346,1388938.6739444535,6263274.739532972,1048213195.9146814,초등
공립_초등_예산_세출_2023.csv,17284052.775104266,349060885.62720567,141512697.1446904,177849603.78569138,69775767.88578762,215093891.24157843,2808399.582932307,1633526.948989413,5575256.265821535,980594081.257801,초등
공립_초등_예산_세출_2022.csv,26100666.933932006,316104395.2854394,123283201.57152021,171518685.21488133,66905121.3919179,198171558.05003208,2432317.671584349,2046506.0936497755,4782091.494479235,911344543.7074362,초등
공립_중등_예산_세출_2022.csv,29473607.27824109,360305128.1273692,124795188.02122821,47563761.56178924,76541079.22668688,214146620.92494315,1691909.780136467,2473680.439727066,4289743.618936497,861280718.9790579,중등
공립_중등_예산_세출_2023.csv,18571857.466918714,395014982.6086956,144764768.99810964,48842802.268431,77238131.19092627,223578231.00189036,2069811.3421550095,1455390.9262759925,4764640.088167939,916300615.8915706,중등
공립_중등_예산_세출_2024.csv,18179306.90826727,441583416.7610419,166642865.98716497,52991392.97848245,76341388.07097018,246487970.5549264,2820731.596828992,1163656.0966402416,5131254.905805959,1011341983.8601283,중등
공립_고등_예산_세출_2024.csv,33072334.030683402,798225894.0027894,343983140.167364,120307370.9902371,125780321.47838214,400928255.9274756,13749260.111576011,2435022.3152022315,5152305.315653388,1843633904.339363,고등
공립_고등_예산_세출_2023.csv,34172525.80195258,723597264.9930265,279664913.52859133,112205710.59972106,123313564.15620641,363035324.26778245,10945407.252440725,3547188.2845188286,4775014.252550663,1655256913.1367903,고등
공립_고등_예산_세출_2022.csv,51034976.20713786,658931406.5780265,218847218.33449966,118400876.83694892,115727771.1686494,342596350.5948216,7562750.174947516,4096764.870538838,4353146.9219495095,1521551261.6875198,고등
public_예산_세출_초등_평균,20174033.7168934,348683126.5481279,136392949.32858542,178981302.7872086,68297555.6970529,217437127.50240502,2854646.640893897,1689657.2388612141,5540207.499944581,980050606.9599729,초등
public_예산_세출_중등_평균,22074923.884475693,398967842.4990356,145400941.0021676,49799318.93623423,76706866.16286111,228070940.8272533,2194150.9063734896,1697575.8208811001,4728546.204303466,929641106.2435856,중등
public_예산_세출_고등_평균,39426612.01325795,726918188.524614,280831757.34348494,116971319.47563569,121607218.93441264,368853310.26335984,10752472.512988083,3359658.4900866323,4760155.496717854,1673480693.0545578,고등
public_예산_세출_전체_평균,27225189.871542346,491523052.5239259,187541882.55807933,115250647.0663595,88870546.93144222,271453792.86433935,5267090.020085156,2248963.849942982,5009636.400321967,1194390802.0860386,전체
