조사년도,학제명,시도명,층화학교ID,70%추출,학제유형명,중앙난방신재생에너지실수_2014년이후,지역난방면적_2014년이후,지역난방실수_2014년이후,탄류사용량,유류사용량,가스사용량,유초중등시설_학교용지대지면적,유초중등시설_학교용지체육장면적,학교용지농장면적,학교용지연습림면적,학교용지실습지기타면적,학교소유대지면적,학교소유체육장면적,학교소유농장면적,학교소유연습림면적,학교소유실습지기타면적,공공소유면적,개인소유면적,유초중등시설_정규교실수,심야전력사용량,일반전력사용량,공유면적,유초중등시설_기타교사용도면적,기숙사사택공간면적,식당공간면적,조리실공간면적,보건위생공간면적,체육집회공간면적,유초중등시설_관리지원공간면적,유초중등시설_교수학습공간면적,대용교실수,가교실수,신재생에너지사용량_2014년이후,냉방면적,비난방영역면적,중앙난방면적,심야난방면적,일반난방면적,화석연료난방면적,유류난방면적,가스난방면적,지하수사용량,상수도사용량,집단에너지사용량,개별난방전기면적_2014년이후,개별난방전기실수_2014년이후,개별난방신재생에너지면적_2014년이후,개별난방신재생에너지실수_2014년이후,중앙난방가스면적_2014년이후,중앙난방가스실수_2014년이후,중앙난방유류면적_2014년이후,중앙난방유류실수_2014년이후,중앙난방탄류면적_2014년이후,중앙난방탄류실수_2014년이후,중앙난방기타면적_2014년이후,중앙난방전기실수_2014년이후,중앙난방신재생에너지면적_2014년이후
2021,일반중학교,경기,1173251126,Y,중학교,0,0,0,0,0,24605,10718,3450,0,0,0,0,0,0,0,0,0,0,2,0,233265,0,0,0,0,0,176,617,389,5284,0,1,234062,0,6158,0,0,0,0,0,0,0,6562,0,660,35,0,0,4005,64,0,0,0,0,2084,24,0
2021,일반중학교,경기,1173273603,Y,중학교,0,3286,49,0,0,7119,2992,10581,0,0,0,0,0,0,0,0,0,0,3,0,227340,0,0,0,0,0,330,207,432,4784,0,1,0,5965,5960,0,0,0,0,0,34,0,3151,0,151,6,0,0,0,0,0,0,0,0,0,0,0
2021,일반중학교,경기,1175401967,Y,중학교,0,0,0,0,0,11900,9351,7146,0,0,0,0,0,0,0,0,0,0,2,0,195833,0,0,0,0,0,340,204,204,4841,0,1,0,7280,3022,0,0,0,0,0,0,0,3739,0,7528,87,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,1178310522,Y,초등학교,0,0,0,0,0,10601,7090,7869,0,0,0,0,0,0,0,0,0,0,0,0,305909,0,0,0,0,0,98,164,0,3752,0,1,0,5950,2410,0,0,0,0,0,2916,0,7107,0,3034,27,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,1181140509,Y,초등학교,0,0,0,0,2100,7808,9177,5350,0,0,140,0,0,0,0,0,0,0,0,0,296098,0,0,0,0,0,194,163,0,3610,0,1,0,3869,1594,0,0,0,0,60,0,0,7886,0,1720,19,0,0,0,0,0,0,0,0,3381,47,0
2021,유치원,경기,1183421252,Y,유치원,0,0,0,0,0,6156,330,1323,0,0,0,0,0,0,0,0,0,0,1,75474,32156,0,0,0,0,0,0,0,0,619,0,0,0,455,0,0,0,0,0,0,927,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,1183456736,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,1185641241,Y,초등학교,0,0,0,0,0,18659,7433,3970,0,0,0,0,0,0,0,0,0,0,0,11363,369742,0,0,0,0,0,249,136,68,5124,0,1,0,6589,0,0,0,0,0,0,0,0,4872,0,0,0,0,0,0,0,0,0,0,0,11541,110,0
2021,유치원,경기,1188537731,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,1192356141,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,1201441207,Y,유치원,0,0,0,0,0,5683,6854,510,0,0,0,0,0,0,0,0,0,0,2,0,156662,0,0,0,0,0,87,133,0,2525,0,0,117481,3659,0,0,0,0,0,0,0,0,3445,0,6205,51,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,1203127368,Y,초등학교,0,0,0,0,0,20690,10148,4833,0,0,0,0,0,0,0,0,0,0,0,0,328991,0,0,0,0,0,165,132,130,4403,0,1,0,9987,0,0,0,0,0,0,1546,0,8486,0,8441,90,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,1204936052,Y,유치원,0,604,14,0,0,21000,1677,261,0,0,0,0,0,0,0,0,0,0,2,0,45000,0,0,0,0,0,0,10,0,1087,0,0,0,808,0,0,0,0,0,0,1073,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,1209096964,Y,초등학교,0,0,0,0,675,201,9877,6852,3966,365,0,0,0,0,0,0,0,0,1,22732,101742,0,0,0,0,0,75,66,0,1073,0,0,0,1463,606,0,0,0,0,37,0,0,828,0,1740,27,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,1210660475,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,1213037065,Y,초등학교,0,0,0,0,969,221,1006,7460,0,0,1606,0,0,0,0,0,0,0,1,64501,60135,0,0,0,0,0,70,66,0,1115,0,0,0,1598,430,0,0,0,0,40,0,0,1150,0,1587,26,0,0,0,0,0,0,0,0,0,0,0
2021,일반중학교,경기,1213414931,Y,중학교,0,0,0,0,0,1827,10573,2520,0,0,0,0,0,0,0,0,0,0,3,0,351477,0,0,0,0,0,245,136,183,4568,0,1,0,0,0,0,0,0,0,0,768,0,2701,0,9921,119,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,1221024005,Y,초등학교,0,0,0,0,0,12341,10410,3142,0,0,0,0,0,0,0,0,0,0,1,0,355858,0,0,0,33,0,132,129,0,4591,0,1,0,5913,3473,0,0,0,0,0,696,0,3900,0,5217,72,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,1222306504,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,1224981085,Y,초등학교,0,0,0,0,0,12684,9948,3216,0,0,0,0,0,0,0,0,0,0,1,0,374289,0,0,0,0,0,202,155,0,4143,0,0,0,5932,0,0,0,0,0,0,0,0,5145,0,8016,70,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,1227372962,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,1229278861,Y,초등학교,0,0,0,0,0,10735,10590,3486,0,0,0,0,0,0,0,0,0,0,0,0,316240,0,0,0,33,29,243,136,0,4369,0,1,0,6395,6650,0,0,0,0,0,0,0,2943,0,6395,81,0,0,0,0,0,0,0,0,0,0,0
