조사년도,학제명,시도명,층화학교ID,70%추출,학제유형명,휴직여자수석교사수,보직교사수,여자보직교사수,휴직보직교사수,휴직여자보직교사수,교사수,여자교사수,휴직교사수,휴직여자교사수,전문상담교사수,여자전문상담교사수,휴직전문상담교사수,휴직여자전문상담교사수,사서교사수,휴직수석교사수,여자수석교사수,수석교사수,휴직여자교감수,휴직교감수,여자교감수,교감수,휴직여자교장수,휴직교장수,여자교장수,교장수,유초중등교원_여자교원수,유초중등교원_교원수,여자사서교사수,휴직사서교사수,여자시간강사수,시간강사수,여자기간제교사수,기간제교사수,휴직여자영양교사수,휴직영양교사수,여자영양교사수,영양교사수,휴직여자보건교사수,휴직보건교사수,여자보건교사수,보건교사수,휴직여자실기교사수,휴직실기교사수,여자실기교사수,실기교사수,휴직여자사서교사수
2022,일반중학교,경기,3722470906,Y,중학교,0,0,0,0,0,49,43,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,47,54,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3723459056,Y,초등학교,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,일반고등학교,경기,3734170760,Y,일반고등학교,0,0,0,0,0,71,48,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,51,75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3739441249,Y,유치원,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3739550478,Y,초등학교,0,0,0,0,0,69,63,8,8,2,2,1,1,0,0,0,0,0,0,1,2,0,0,1,1,70,77,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2022,유치원,경기,3740648095,Y,유치원,0,0,0,0,0,6,6,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,일반고등학교,경기,3740726813,Y,일반고등학교,0,0,0,0,0,86,68,13,11,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,72,92,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2022,초등학교,경기,3741371320,Y,초등학교,0,0,0,0,0,44,33,2,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,37,49,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,일반고등학교,경기,3742372158,Y,일반고등학교,0,0,0,0,0,60,23,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25,64,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,일반중학교,경기,3743728207,Y,중학교,0,0,0,0,0,20,12,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,16,25,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,종합고등학교,경기,3745857823,Y,일반고등학교,0,0,0,0,0,53,21,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,57,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3746953238,Y,초등학교,0,0,0,0,0,50,41,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,43,53,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3748202003,Y,초등학교,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3749483760,Y,초등학교,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,15,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,일반고등학교,경기,3749918573,Y,일반고등학교,0,0,0,0,0,65,28,4,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,32,71,1,0,2,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3751058116,Y,초등학교,0,0,0,0,0,26,21,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,30,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,일반중학교,경기,3752773954,Y,중학교,0,0,0,0,0,17,15,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,19,22,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,상업고등학교,경기,3756586459,Y,특성화고등학교,0,0,0,0,0,84,50,6,6,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,54,89,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3760727657,Y,초등학교,0,0,0,0,0,76,59,10,9,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,65,83,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2022,일반중학교,경기,3761602009,Y,중학교,0,0,0,0,0,93,78,9,9,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,84,99,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2022,초등학교,경기,3763717033,Y,초등학교,0,0,0,0,0,69,63,4,4,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,67,74,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3768605128,Y,초등학교,0,0,0,0,0,27,17,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,19,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,일반고등학교,경기,3769646656,Y,일반고등학교,0,0,0,0,0,64,52,7,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,56,70,0,0,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3776124562,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3778182264,Y,유치원,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,일반중학교,경기,3781045911,Y,중학교,0,0,0,0,0,79,68,12,12,2,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,74,86,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3781123134,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3781749532,Y,초등학교,0,0,0,0,0,41,35,3,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,40,46,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3792036855,Y,유치원,0,0,0,0,0,7,7,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3793739623,Y,초등학교,0,0,0,0,0,54,50,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,52,57,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,일반고등학교,경기,3796444972,Y,일반고등학교,0,0,0,0,0,80,62,9,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,65,84,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3796538359,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3798817297,Y,유치원,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3801263077,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3813815409,Y,유치원,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3814819633,Y,초등학교,0,0,0,0,0,19,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,19,24,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3815034186,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,일반고등학교,경기,3816500451,Y,일반고등학교,0,0,0,0,0,29,18,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,33,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3821671009,Y,유치원,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3824007623,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,일반중학교,경기,3829590383,Y,중학교,0,0,0,0,0,46,38,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,41,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,일반고등학교,경기,3830754361,Y,일반고등학교,0,0,0,0,0,76,63,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,64,79,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,일반중학교,경기,3831342510,Y,중학교,0,0,0,0,0,64,45,3,3,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,50,71,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3832388042,Y,초등학교,0,0,0,0,0,48,33,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,37,53,0,0,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0
2022,일반중학교,경기,3832511859,Y,중학교,0,0,0,0,0,20,17,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,19,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3839894130,Y,초등학교,0,0,0,0,0,53,38,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,41,58,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0
2022,일반중학교,경기,3842832173,Y,중학교,0,0,0,0,0,58,47,3,3,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,53,64,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3846404776,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,일반중학교,경기,3847747086,Y,중학교,0,0,0,0,0,19,13,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,17,25,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3848343806,Y,유치원,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3861386515,Y,유치원,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3864200478,Y,유치원,0,0,0,0,0,17,15,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3866452079,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,일반중학교,경기,3868035139,Y,중학교,0,0,0,0,0,16,11,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,14,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,일반고등학교,경기,3877752977,Y,일반고등학교,0,0,0,0,0,80,60,5,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,62,84,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3882254724,Y,유치원,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3883868324,Y,초등학교,0,0,0,0,0,57,46,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,52,63,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2022,상업고등학교,경기,3887858809,Y,특성화고등학교,0,0,0,0,0,76,70,5,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,73,81,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3889984932,Y,초등학교,0,0,0,0,0,60,47,6,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,52,67,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2022,유치원,경기,3895170387,Y,유치원,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3895319132,Y,초등학교,0,0,0,0,0,33,27,4,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,30,37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3896206641,Y,유치원,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3901052083,Y,초등학교,0,0,0,0,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,20,27,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,일반중학교,경기,3901597962,Y,중학교,0,0,0,0,0,65,43,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,47,70,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,일반고등학교,경기,3901626112,Y,일반고등학교,0,0,0,0,0,70,52,7,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,55,74,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,일반중학교,경기,3903632812,Y,중학교,0,0,0,0,0,74,55,7,7,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,61,80,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,일반고등학교,경기,3903822975,Y,일반고등학교,0,0,0,0,0,80,58,5,5,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,62,88,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0
2022,초등학교,경기,3906829874,Y,초등학교,0,0,0,0,0,58,48,9,8,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,54,64,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0
2022,초등학교,경기,3912999597,Y,초등학교,0,0,0,0,0,45,22,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25,50,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,일반중학교,경기,3913363581,Y,중학교,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3917177214,Y,유치원,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3918137872,Y,초등학교,0,0,0,0,0,27,25,4,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,28,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3922320608,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,공업고등학교,경기,3923928917,Y,특성화고등학교,0,0,0,0,0,64,46,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,50,71,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2022,유치원,경기,3924953151,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3927714757,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,일반중학교,경기,3931309778,Y,중학교,0,0,0,0,0,18,10,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13,23,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,일반고등학교,경기,3934172318,Y,일반고등학교,0,0,0,0,0,72,58,6,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,60,75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3937396906,Y,유치원,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3937532977,Y,유치원,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3941464073,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3942150425,Y,유치원,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3946349964,Y,초등학교,0,0,0,0,0,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10,21,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3949882096,Y,초등학교,0,0,0,0,0,41,35,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38,46,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3950989811,Y,유치원,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3953041007,Y,초등학교,0,0,0,0,0,32,26,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,30,36,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3954695116,Y,초등학교,0,0,0,0,0,40,26,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,30,44,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3958687454,Y,유치원,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,일반중학교,경기,3961405348,Y,중학교,0,0,0,0,0,43,31,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,32,47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3962610342,Y,유치원,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3963580368,Y,초등학교,0,0,0,0,0,31,23,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,28,37,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3968638944,Y,초등학교,0,0,0,0,0,45,36,5,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,41,50,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3973881750,Y,초등학교,0,0,0,0,0,36,32,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,35,40,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,3973898179,Y,초등학교,0,0,0,0,0,60,52,5,4,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,58,67,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2022,유치원,경기,3978835712,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3990374602,Y,유치원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,3991890134,Y,유치원,0,0,0,0,0,30,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3992468574,Y,초등학교,0,0,0,0,0,28,24,4,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,29,33,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3993574903,Y,유치원,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3995073209,Y,초등학교,0,0,0,0,0,33,28,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,일반중학교,경기,3997643258,Y,중학교,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,유치원,경기,3999654331,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,3999681083,Y,초등학교,0,0,0,0,0,18,14,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,17,22,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,공업고등학교,경기,4003004657,Y,특성화고등학교,0,0,0,0,0,96,37,2,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,42,103,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2022,유치원,경기,4004795643,Y,유치원,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,유치원,경기,4008738525,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,4009906891,Y,초등학교,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,일반중학교,경기,4010109246,Y,중학교,0,0,0,0,0,14,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,11,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,유치원,경기,4017922363,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,초등학교,경기,4018506816,Y,초등학교,0,0,0,0,0,9,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022,일반고등학교,경기,4025442192,Y,일반고등학교,0,0,0,0,0,78,62,7,7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,66,83,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0
2022,일반고등학교,경기,4027203369,Y,일반고등학교,0,0,0,0,0,71,58,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,62,76,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,유치원,경기,4030704779,Y,유치원,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,외국어고등학교,경기,4035008663,Y,특수목적고등학교,0,0,0,0,0,55,22,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24,60,0,0,3,4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2022,초등학교,경기,4040620112,Y,초등학교,0,0,0,0,0,67,55,3,3,1,1,0,0,1,0,0,0,0,0,1,2,0,0,1,1,62,75,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2022,초등학교,경기,4042401767,Y,초등학교,0,0,0,0,0,73,61,3,3,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,67,81,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2022,초등학교,경기,4042435149,Y,초등학교,0,0,0,0,0,34,28,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30,38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
