조사년도,학제명,시도명,층화학교ID,70%추출,학제유형명,휴직여자수석교사수,보직교사수,여자보직교사수,휴직보직교사수,휴직여자보직교사수,교사수,여자교사수,휴직교사수,휴직여자교사수,전문상담교사수,여자전문상담교사수,휴직전문상담교사수,휴직여자전문상담교사수,사서교사수,휴직수석교사수,여자수석교사수,수석교사수,휴직여자교감수,휴직교감수,여자교감수,교감수,휴직여자교장수,휴직교장수,여자교장수,교장수,유초중등교원_여자교원수,유초중등교원_교원수,여자사서교사수,휴직사서교사수,여자시간강사수,시간강사수,여자기간제교사수,기간제교사수,휴직여자영양교사수,휴직영양교사수,여자영양교사수,영양교사수,휴직여자보건교사수,휴직보건교사수,여자보건교사수,보건교사수,휴직여자실기교사수,휴직실기교사수,여자실기교사수,실기교사수,휴직여자사서교사수
2021,유치원,경기,9105722716,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9110323814,Y,유치원,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9110502809,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9111099456,Y,초등학교,0,0,0,0,0,44,32,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,36,49,0,0,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9111230061,Y,일반고등학교,0,0,0,0,0,43,13,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,17,49,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9112850554,Y,초등학교,0,0,0,0,0,61,45,3,2,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,50,67,0,0,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0
2021,유치원,경기,9113301311,Y,유치원,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,일반고등학교,경기,9113769230,Y,일반고등학교,0,0,0,0,0,68,49,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,52,72,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9115415376,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9116329404,Y,초등학교,0,0,0,0,0,30,21,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,25,34,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2021,초등학교,경기,9117170407,Y,초등학교,0,0,0,0,0,42,28,6,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,32,48,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2021,일반고등학교,경기,9120822250,Y,일반고등학교,0,0,0,0,0,44,31,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,33,48,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9120838388,Y,유치원,0,0,0,0,0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,일반중학교,경기,9121015858,Y,중학교,0,0,0,0,0,75,64,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,67,80,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0
2021,초등학교,경기,9124927096,Y,초등학교,0,0,0,0,0,62,57,6,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,61,68,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,일반중학교,경기,9128250335,Y,중학교,0,0,0,0,0,16,7,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9128793706,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9134830288,Y,유치원,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9138685931,Y,유치원,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9139417930,Y,유치원,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9141209321,Y,초등학교,0,0,0,0,0,39,34,5,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,37,45,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9144119941,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9146545409,Y,유치원,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9149299443,Y,초등학교,0,0,0,0,0,100,77,2,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,2,2,84,109,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2021,유치원,경기,9154248460,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9154928427,Y,초등학교,0,0,0,0,0,7,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,7,11,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9157761717,Y,유치원,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9158064959,Y,초등학교,0,0,0,0,0,66,54,2,2,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,60,73,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2021,초등학교,경기,9159612833,Y,초등학교,0,0,0,0,0,50,41,9,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,45,54,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9160673503,Y,유치원,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9164479348,Y,유치원,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,일반중학교,경기,9166485130,Y,중학교,0,0,0,0,0,29,26,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,30,34,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9169755097,Y,일반고등학교,0,0,0,0,0,66,55,9,9,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,59,72,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9170240909,Y,초등학교,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,초등학교,경기,9175464936,Y,초등학교,0,0,0,0,0,41,33,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,39,47,0,0,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9175589909,Y,유치원,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9176237928,Y,초등학교,0,0,0,0,0,76,69,12,12,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,75,83,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2021,유치원,경기,9180342515,Y,유치원,0,0,0,0,0,8,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9180377191,Y,초등학교,0,0,0,0,0,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,7,11,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9185228581,Y,일반고등학교,0,0,0,0,0,43,31,3,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,34,47,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9186200817,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9188587091,Y,초등학교,0,0,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,7,12,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9188901537,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9194242179,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9205829354,Y,초등학교,0,0,0,0,0,58,52,6,5,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,57,64,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2021,유치원,경기,9209863602,Y,유치원,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9212988157,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,일반중학교,경기,9213382384,Y,중학교,0,0,0,0,0,35,26,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,29,39,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9213482741,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9213851092,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9216256343,Y,유치원,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,일반고등학교,경기,9217220769,Y,일반고등학교,0,0,0,0,0,66,54,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,58,71,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9217226480,Y,초등학교,0,0,0,0,0,22,19,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,22,26,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9218696628,Y,유치원,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9220036679,Y,초등학교,0,0,0,0,0,21,14,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,17,26,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,종합고등학교,경기,9221244559,Y,일반고등학교,0,0,0,0,0,66,31,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,34,71,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9227837873,Y,초등학교,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,6,11,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9228306766,Y,초등학교,0,0,0,0,0,23,18,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,21,28,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,일반중학교,경기,9228617420,Y,중학교,0,0,0,0,0,44,33,3,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,38,50,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9232639363,Y,초등학교,0,0,0,0,0,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,일반중학교,경기,9243828051,Y,중학교,0,0,0,0,0,67,57,8,7,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,61,71,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9244010250,Y,초등학교,0,0,0,0,0,22,17,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,22,27,0,0,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9245999221,Y,초등학교,0,0,0,0,0,39,19,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,21,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9247533030,Y,유치원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9247908887,Y,유치원,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9250232685,Y,초등학교,0,0,0,0,0,42,31,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,35,47,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0
2021,초등학교,경기,9251822230,Y,초등학교,0,0,0,0,0,32,27,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,31,36,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9257492049,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,상업고등학교,경기,9257495111,Y,특성화고등학교,0,0,0,0,0,77,47,2,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,51,83,0,0,2,3,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9266616089,Y,일반고등학교,0,0,0,0,0,73,55,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,58,77,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9284850479,Y,일반고등학교,0,0,0,0,0,63,22,3,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,25,68,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9285467819,Y,초등학교,0,0,0,0,0,29,26,3,3,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,31,34,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9287483758,Y,일반고등학교,0,0,0,0,0,54,33,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,35,58,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9287888705,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9291309095,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9293847033,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9295098705,Y,초등학교,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,12,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9297712856,Y,일반고등학교,0,0,0,0,0,66,48,2,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,51,71,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9300671445,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9304723578,Y,유치원,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9305617408,Y,초등학교,0,0,0,0,0,53,34,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,36,57,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9306043402,Y,유치원,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9307428378,Y,초등학교,0,0,0,0,0,60,52,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,57,66,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0
2021,유치원,경기,9309341035,Y,유치원,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9312543388,Y,초등학교,0,0,0,0,0,51,43,6,6,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,49,57,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9314898037,Y,일반고등학교,0,0,0,0,0,71,54,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,57,76,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9316476634,Y,초등학교,0,0,0,0,0,54,47,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,49,58,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9317600246,Y,유치원,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,일반중학교,경기,9319256908,Y,중학교,0,0,0,0,0,57,41,5,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,43,61,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9321107075,Y,일반고등학교,0,0,0,0,0,91,76,8,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,79,96,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0
2021,유치원,경기,9327276372,Y,유치원,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9334709798,Y,초등학교,0,0,0,0,0,22,18,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,20,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,일반중학교,경기,9337892075,Y,중학교,0,0,0,0,0,35,32,5,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,36,40,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0
2021,초등학교,경기,9339327651,Y,초등학교,0,0,0,0,0,52,40,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,42,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,일반중학교,경기,9340392157,Y,중학교,0,0,0,0,0,29,21,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,25,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9341120920,Y,일반고등학교,0,0,0,0,0,68,36,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,39,73,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9342642547,Y,초등학교,0,0,0,0,0,9,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,13,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9343502915,Y,초등학교,0,0,0,0,0,28,25,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29,34,0,0,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9346323402,Y,유치원,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,유치원,경기,9346394944,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,일반고등학교,경기,9350304236,Y,일반고등학교,0,0,0,0,0,50,36,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,39,55,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9355776729,Y,초등학교,0,0,0,0,0,39,37,8,8,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,40,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9359496868,Y,일반고등학교,0,0,0,0,0,21,14,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,18,27,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9364376778,Y,유치원,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9366445852,Y,초등학교,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,17,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9366679522,Y,초등학교,0,0,0,0,0,34,26,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,31,39,0,0,2,2,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0
2021,초등학교,경기,9367096992,Y,초등학교,0,0,0,0,0,74,71,8,7,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,1,78,81,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2021,유치원,경기,9369002848,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,공업고등학교,경기,9369333167,Y,특성화고등학교,0,0,0,0,0,59,38,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,41,63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9369636640,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,초등학교,경기,9378092350,Y,초등학교,0,0,0,0,0,42,38,2,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,44,48,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0
2021,일반중학교,경기,9381925691,Y,중학교,0,0,0,0,0,34,30,3,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,34,38,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,일반중학교,경기,9385444534,Y,중학교,0,0,0,0,0,45,38,3,3,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,43,50,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9388491800,Y,유치원,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,일반고등학교,경기,9395040340,Y,일반고등학교,0,0,0,0,0,77,53,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,55,81,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,일반고등학교,경기,9395495409,Y,일반고등학교,0,0,0,0,0,65,46,4,3,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,51,72,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2021,유치원,경기,9396177929,Y,유치원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
