정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,4280000
,교직원보수,0
,기타 교직원 보수,980000
,교직원 복지 및 역량강화,3300000
학생복지/교육격차 해소,학생복지/교육격차 해소,80004000
,급식 관리,12825000
,기숙사 관리,0
,보건관리,18864000
,교육격차 해소,0
,학생복지,48315000
기본적 교육활동,기본적 교육활동,68774000
,교과 활동,44368000
,창의적 체험활동,24406000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,65080000
,방과후학교 운영,57280000
,직업교육,0
,국제교육,0
,독서활동,7800000
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,34297000
,교무업무 운영,13099000
,생활지도 운영,48000
,연구학교 운영,14000000
,학습지원실 운영,7150000
,교육여건 개선,0
학교 일반운영,학교 일반운영,108465000
,학교기관운영,38253000
,시설 장비 유지,67012000
,학교운영 협력,3200000
학교시설 확충,학교시설 확충,34085000
,시설확충 및 개선,34085000
학교 재무활동,학교 재무활동,100000
,반환금,0
,예비비,100000
세출합계,세출합계,395085000
