정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,3553450
,교직원보수,0
,기타 교직원 보수,1024350
,교직원 복지 및 역량강화,2529100
학생복지/교육격차 해소,학생복지/교육격차 해소,86429680
,급식 관리,12228520
,기숙사 관리,0
,보건관리,23462660
,교육격차 해소,0
,학생복지,50738500
기본적 교육활동,기본적 교육활동,76554270
,교과 활동,55554610
,창의적 체험활동,20999660
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,75585570
,방과후학교 운영,63200860
,직업교육,0
,국제교육,0
,독서활동,12384710
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,45233460
,교무업무 운영,14352370
,생활지도 운영,19000
,연구학교 운영,14015500
,학습지원실 운영,11743700
,교육여건 개선,5102890
학교 일반운영,학교 일반운영,118743330
,학교기관운영,39370560
,시설 장비 유지,77067550
,학교운영 협력,2305220
학교시설 확충,학교시설 확충,43063000
,시설확충 및 개선,43063000
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,449162760
