정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,56178050
,교직원보수,0
,기타 교직원 보수,47978000
,교직원 복지 및 역량강화,8200050
학생복지/교육격차 해소,학생복지/교육격차 해소,976840310
,급식 관리,649556720
,기숙사 관리,191713300
,보건관리,49628840
,교육격차 해소,5106800
,학생복지,80834650
기본적 교육활동,기본적 교육활동,212268720
,교과 활동,178064290
,창의적 체험활동,34204430
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,24744360
,방과후학교 운영,7000000
,직업교육,0
,국제교육,0
,독서활동,15476360
,교기육성,0
,기타 선택적 교육활동,2268000
교육활동 지원,교육활동 지원,243083510
,교무업무 운영,73316470
,생활지도 운영,62352620
,연구학교 운영,0
,학습지원실 운영,14696550
,교육여건 개선,92717870
학교 일반운영,학교 일반운영,336610060
,학교기관운영,118946150
,시설 장비 유지,214452910
,학교운영 협력,3211000
학교시설 확충,학교시설 확충,84944000
,시설확충 및 개선,84944000
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,1934669010
