파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급
부산광역시교육청_공립_고등_예산_세출_2024.csv,2637257000.0,73558551000.0,31709079000.0,11171512000.0,9168897000.0,22232319000.0,403720000.0,90243000.0,321659635.99999994,고등
부산광역시교육청_공립_고등_예산_세출_2023.csv,2535330000.0,68607605000.0,37874013000.0,12669427000.0,16574313000.0,26470732000.0,1505313000.0,244280000.0,354841812.20000005,고등
부산광역시교육청_공립_고등_예산_세출_2022.csv,5733359000.0,65437882000.0,27771101000.0,12824620000.0,15322760000.0,22085038000.0,200888000.0,163891000.0,309964538.4,고등
부산광역시교육청_공립_중등_예산_세출_2024.csv,1226688000.0,101295267000.0,27965452000.0,10389473000.0,11472538000.0,29673968000.0,213145000.0,137139000.0,424445983.0,중등
부산광역시교육청_공립_중등_예산_세출_2023.csv,929543000.0,97338510000.0,29745930000.0,11912233000.0,25516798000.0,34121418000.0,526726000.0,181735000.0,476738245.29999995,중등
부산광역시교육청_공립_중등_예산_세출_2022.csv,4453416000.0,86921022000.0,28594318000.0,12390372000.0,27089045000.0,29374688000.0,172290000.0,400053000.0,447963921.6,중등
부산광역시교육청_공립_초등_예산_세출_2024.csv,3385863000.0,211533207000.0,55801226000.0,111975594000.0,24622771000.0,62165055000.0,617306000.0,322526000.0,1398155990.3,초등
부산광역시교육청_공립_초등_예산_세출_2023.csv,2692655000.0,211160801000.0,68794230000.0,133109667000.0,47947348000.0,77989372000.0,834736000.0,520064000.0,1647026451.8,초등
부산광역시교육청_공립_초등_예산_세출_2022.csv,9211408000.0,191416523000.0,62275309000.0,130244282000.0,46500326000.0,67487671000.0,379586000.0,1069006000.0,1467625542.8000002,초등
고등_합계,10905946000.0,207604038000.0,97354193000.0,36665559000.0,41065970000.0,70788089000.0,2109921000.0,498414000.0,986465986.6,고등
중등_합계,6609647000.0,285554799000.0,86305700000.0,34692078000.0,64078381000.0,93170074000.0,912161000.0,718927000.0,1349148149.9,중등
초등_합계,15289926000.0,614110531000.0,186870765000.0,375329543000.0,119070445000.0,207642098000.0,1831628000.0,1911596000.0,4512807984.9,초등
2024_합계,7249808000.0,386387025000.0,115475757000.0,133536579000.0,45264206000.0,114071342000.0,1234171000.0,549908000.0,2144261609.3,전체
2023_합계,6157528000.0,377106916000.0,136414173000.0,157691327000.0,90038459000.0,138581522000.0,2866775000.0,946079000.0,2478606509.3,전체
2022_합계,19398183000.0,343775427000.0,118640728000.0,155459274000.0,88912131000.0,118947397000.0,752764000.0,1632950000.0,2225554002.8,전체
