파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급,학교 수
부산광역시교육청_공립_초등_결산_세입_2023.csv,500043729320.0,4698653551.0,72047726053.0,0.0,2945143825.0,3163956866.0,초등,299
부산광역시교육청_공립_중등_결산_세입_2022.csv,241681603469.0,807084302.0,8583713690.0,0.0,1438880503.0,1523342710.0,중등,135
부산광역시교육청_공립_중등_결산_세입_2023.csv,225915151740.0,978761359.0,8783654840.0,0.0,2108458836.0,1065645268.0,중등,135
부산광역시교육청_공립_초등_결산_세입_2022.csv,527150976914.0,5176343084.0,64282676070.0,0.0,1989603599.0,4054432101.0,초등,298
부산광역시교육청_공립_중등_결산_세입_2024.csv,253061295439.0,923468563.0,10840575680.0,0.0,2619415368.0,921095768.0,중등,135
부산광역시교육청_공립_초등_결산_세입_2024.csv,564605993911.0,5524164054.0,80051620693.0,0.0,4179633503.0,3125519258.0,초등,298
부산광역시교육청_공립_고등_결산_세입_2022.csv,174365907642.0,3927647810.0,16661337787.0,0.0,1582238402.0,3774978467.0,고등,66
부산광역시교육청_공립_고등_결산_세입_2023.csv,162977891030.0,4947176395.0,18942222730.0,0.0,2175493827.0,6175250607.0,고등,66
부산광역시교육청_공립_고등_결산_세입_2024.csv,185611914186.0,3304353145.0,22705429065.0,0.0,2563316204.0,5815019328.0,고등,66
초등_평균,530566092036.3464,5132568199.858101,72127251983.48715,0.0,3038023083.8782125,3447652075.883799,초등,895
중등_평균,240219350216.0,903104741.3333334,9402648070.0,0.0,2055584902.3333333,1170027915.3333333,중등,405
고등_평균,174318570952.66666,4059725783.3333335,19436329860.666668,0.0,2107016144.3333333,5255082800.666667,고등,198
전체_평균,404980351307.502,3847284155.0153537,48204510217.61215,0.0,2649353632.906542,3070771901.307076,전체,1498
