정책단위사업,정책단위사업.1,합계금액,지역명
정책사업,단위사업,0.0,서울
인적자원 운용,인적자원 운용,10902832230.0,서울
,교직원보수,7467519030.0,서울
,기타 교직원 보수,2845211590.0,서울
,교직원 복지 및 역량강화,590101610.0,서울
학생복지/교육격차 해소,학생복지/교육격차 해소,7768358748.0,서울
,급식 관리,5342340133.0,서울
,기숙사 관리,982298800.0,서울
,보건관리,647423455.0,서울
,교육격차 해소,80664630.0,서울
,학생복지,715631730.0,서울
기본적 교육활동,기본적 교육활동,1943560691.0,서울
,교과 활동,1454370404.0,서울
,창의적 체험활동,448019457.0,서울
,자유학기(년) 활동,41170830.0,서울
선택적 교육활동,선택적 교육활동,1969311071.0,서울
,방과후학교 운영,958228700.0,서울
,직업교육,0.0,서울
,국제교육,0.0,서울
,독서활동,428465033.0,서울
,교기육성,222690970.0,서울
,기타 선택적 교육활동,359926368.0,서울
교육활동 지원,교육활동 지원,3686149753.0,서울
,교무업무 운영,699348499.0,서울
,생활지도 운영,521409068.0,서울
,연구학교 운영,255521191.0,서울
,학습지원실 운영,472868084.0,서울
,교육여건 개선,1737002911.0,서울
학교 일반운영,학교 일반운영,3794651342.0,서울
,학교기관운영,888138026.0,서울
,시설 장비 유지,2888365676.0,서울
,학교운영 협력,18147640.0,서울
학교시설 확충,학교시설 확충,296271773.0,서울
,시설확충 및 개선,296271773.0,서울
학교 재무활동,학교 재무활동,5663670.0,서울
,반환금,5663670.0,서울
,예비비,0.0,서울
세출합계,세출합계,30366799278.0,서울
정책사업,단위사업,0.0,인천
인적자원 운용,인적자원 운용,138216410.0,인천
,교직원보수,0.0,인천
,기타 교직원 보수,94062860.0,인천
,교직원 복지 및 역량강화,44153550.0,인천
학생복지/교육격차 해소,학생복지/교육격차 해소,2217744100.0,인천
,급식 관리,1631191930.0,인천
,기숙사 관리,0.0,인천
,보건관리,207429870.0,인천
,교육격차 해소,116546270.0,인천
,학생복지,262576030.0,인천
기본적 교육활동,기본적 교육활동,1187481120.0,인천
,교과 활동,948709630.0,인천
,창의적 체험활동,224771490.0,인천
,자유학기(년) 활동,14000000.0,인천
선택적 교육활동,선택적 교육활동,1205573900.0,인천
,방과후학교 운영,876954350.0,인천
,직업교육,0.0,인천
,국제교육,0.0,인천
,독서활동,94992280.0,인천
,교기육성,221861310.0,인천
,기타 선택적 교육활동,11765960.0,인천
교육활동 지원,교육활동 지원,1145737900.0,인천
,교무업무 운영,246541380.0,인천
,생활지도 운영,126564730.0,인천
,연구학교 운영,46400000.0,인천
,학습지원실 운영,64486130.0,인천
,교육여건 개선,661745660.0,인천
학교 일반운영,학교 일반운영,686963200.0,인천
,학교기관운영,283678320.0,인천
,시설 장비 유지,393884370.0,인천
,학교운영 협력,9400510.0,인천
학교시설 확충,학교시설 확충,38579770.0,인천
,시설확충 및 개선,38579770.0,인천
학교 재무활동,학교 재무활동,125170460.0,인천
,반환금,125170460.0,인천
,예비비,0.0,인천
세출합계,세출합계,6745466860.0,인천
정책사업,단위사업,0.0,강원
인적자원 운용,인적자원 운용,34872790.0,강원
,교직원보수,0.0,강원
,기타 교직원 보수,30124440.0,강원
,교직원 복지 및 역량강화,4748350.0,강원
학생복지/교육격차 해소,학생복지/교육격차 해소,489033414.0,강원
,급식 관리,359482980.0,강원
,기숙사 관리,0.0,강원
,보건관리,92685230.0,강원
,교육격차 해소,4094000.0,강원
,학생복지,32771204.0,강원
기본적 교육활동,기본적 교육활동,383635724.0,강원
,교과 활동,318317414.0,강원
,창의적 체험활동,58318310.0,강원
,자유학기(년) 활동,7000000.0,강원
선택적 교육활동,선택적 교육활동,254583380.0,강원
,방과후학교 운영,182052750.0,강원
,직업교육,0.0,강원
,국제교육,0.0,강원
,독서활동,30340210.0,강원
,교기육성,147900.0,강원
