정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,278682507.93650794
,교직원보수,194310714.2857143
,기타 교직원 보수,64084365.07936508
,교직원 복지 및 역량강화,20287428.57142857
학생복지/교육격차 해소,학생복지/교육격차 해소,396080269.84126985
,급식 관리,318452793.6507937
,기숙사 관리,23531761.904761903
,보건관리,28439158.73015873
,교육격차 해소,495095.2380952381
,학생복지,25161460.317460317
기본적 교육활동,기본적 교육활동,124190476.1904762
,교과 활동,69275888.8888889
,창의적 체험활동,53123634.92063492
,자유학기(년) 활동,1790952.380952381
선택적 교육활동,선택적 교육활동,131236380.95238096
,방과후학교 운영,88890396.82539682
,직업교육,0.0
,국제교육,428571.4285714286
,독서활동,17783238.095238097
,교기육성,20389920.634920634
,기타 선택적 교육활동,3744253.9682539683
교육활동 지원,교육활동 지원,72052428.57142857
,교무업무 운영,24941730.15873016
,생활지도 운영,11701301.587301588
,연구학교 운영,5456190.476190476
,학습지원실 운영,18700412.698412698
,교육여건 개선,11252793.650793651
학교 일반운영,학교 일반운영,223027841.26984128
,학교기관운영,65952412.6984127
,시설 장비 유지,153787476.19047618
,학교운영 협력,3287952.380952381
학교시설 확충,학교시설 확충,5593825.396825396
,시설확충 및 개선,5593825.396825396
학교 재무활동,학교 재무활동,1700111.111111111
,반환금,403111.1111111111
,예비비,1297000.0
세출합계,세출합계,1232563841.2698412
