정책단위사업,정책단위사업.1,합계금액,지역명
,기타 선택적 교육활동,3999300.0,경북
교육활동 지원,교육활동 지원,505011080.0,경북
,교무업무 운영,40112620.0,경북
,생활지도 운영,60733070.0,경북
,연구학교 운영,105957310.0,경북
,학습지원실 운영,47784410.0,경북
,교육여건 개선,250423670.0,경북
학교 일반운영,학교 일반운영,809379040.0,경북
,학교기관운영,246667980.0,경북
,시설 장비 유지,553189460.0,경북
,학교운영 협력,9521600.0,경북
학교시설 확충,학교시설 확충,342249010.0,경북
,시설확충 및 개선,342249010.0,경북
학교 재무활동,학교 재무활동,38648000.0,경북
,반환금,38648000.0,경북
,예비비,0.0,경북
세출합계,세출합계,4626884429.0,경북
정책사업,단위사업,0.0,울산
인적자원 운용,인적자원 운용,15527610.0,울산
,교직원보수,0.0,울산
,기타 교직원 보수,4312800.0,울산
,교직원 복지 및 역량강화,11214810.0,울산
학생복지/교육격차 해소,학생복지/교육격차 해소,570838960.0,울산
,급식 관리,457324240.0,울산
,기숙사 관리,0.0,울산
,보건관리,75791520.0,울산
,교육격차 해소,21492200.0,울산
,학생복지,16231000.0,울산
기본적 교육활동,기본적 교육활동,301233420.0,울산
,교과 활동,237157460.0,울산
,창의적 체험활동,64075960.0,울산
,자유학기(년) 활동,0.0,울산
선택적 교육활동,선택적 교육활동,352300930.0,울산
,방과후학교 운영,285815650.0,울산
,직업교육,0.0,울산
,국제교육,0.0,울산
,독서활동,22835670.0,울산
,교기육성,26349610.0,울산
,기타 선택적 교육활동,17300000.0,울산
교육활동 지원,교육활동 지원,164473490.0,울산
,교무업무 운영,11757770.0,울산
,생활지도 운영,25118040.0,울산
,연구학교 운영,10500000.0,울산
,학습지원실 운영,27829580.0,울산
,교육여건 개선,89268100.0,울산
학교 일반운영,학교 일반운영,238463170.0,울산
,학교기관운영,81245150.0,울산
,시설 장비 유지,155329020.0,울산
,학교운영 협력,1889000.0,울산
학교시설 확충,학교시설 확충,35161400.0,울산
,시설확충 및 개선,35161400.0,울산
학교 재무활동,학교 재무활동,16049000.0,울산
,반환금,16049000.0,울산
,예비비,0.0,울산
세출합계,세출합계,1694047980.0,울산
정책사업,단위사업,0.0,세종
인적자원 운용,인적자원 운용,12766420.0,세종
,교직원보수,0.0,세종
,기타 교직원 보수,3112230.0,세종
,교직원 복지 및 역량강화,9654190.0,세종
학생복지/교육격차 해소,학생복지/교육격차 해소,367697950.0,세종
,급식 관리,314841030.0,세종
,기숙사 관리,0.0,세종
,보건관리,47816920.0,세종
,교육격차 해소,0.0,세종
,학생복지,5040000.0,세종
기본적 교육활동,기본적 교육활동,360476800.0,세종
,교과 활동,307882240.0,세종
,창의적 체험활동,52594560.0,세종
,자유학기(년) 활동,0.0,세종
선택적 교육활동,선택적 교육활동,384748840.0,세종
,방과후학교 운영,319998040.0,세종
,직업교육,0.0,세종
,국제교육,0.0,세종
,독서활동,64750800.0,세종
,교기육성,0.0,세종
,기타 선택적 교육활동,0.0,세종
교육활동 지원,교육활동 지원,300895840.0,세종
,교무업무 운영,109501850.0,세종
,생활지도 운영,80310670.0,세종
,연구학교 운영,0.0,세종
,학습지원실 운영,15667160.0,세종
,교육여건 개선,95416160.0,세종
학교 일반운영,학교 일반운영,364690730.0,세종
,학교기관운영,68042880.0,세종
,시설 장비 유지,294088230.0,세종
,학교운영 협력,2559620.0,세종
학교시설 확충,학교시설 확충,0.0,세종
,시설확충 및 개선,0.0,세종
학교 재무활동,학교 재무활동,0.0,세종
,반환금,0.0,세종
,예비비,0.0,세종
세출합계,세출합계,1791276580.0,세종
정책사업,단위사업,0.0,부산
인적자원 운용,인적자원 운용,25848350.0,부산
,교직원보수,0.0,부산
,기타 교직원 보수,7500000.0,부산
,교직원 복지 및 역량강화,18348350.0,부산
학생복지/교육격차 해소,학생복지/교육격차 해소,3523423520.0,부산
,급식 관리,3076942980.0,부산
,기숙사 관리,0.0,부산
,보건관리,188632130.0,부산
,교육격차 해소,10340000.0,부산
,학생복지,247508410.0,부산
기본적 교육활동,기본적 교육활동,1657054636.0,부산
,교과 활동,1183126286.0,부산
,창의적 체험활동,446769860.0,부산
,자유학기(년) 활동,27158490.0,부산
선택적 교육활동,선택적 교육활동,1765434670.0,부산
,방과후학교 운영,1288860500.0,부산
,직업교육,0.0,부산
,국제교육,0.0,부산
,독서활동,166219000.0,부산
,교기육성,200883460.0,부산
,기타 선택적 교육활동,109471710.0,부산
교육활동 지원,교육활동 지원,839624661.0,부산
,교무업무 운영,232575040.0,부산
,생활지도 운영,123450150.0,부산
,연구학교 운영,49807691.0,부산
,학습지원실 운영,142116410.0,부산
,교육여건 개선,291675370.0,부산
학교 일반운영,학교 일반운영,1002841481.0,부산
,학교기관운영,373407042.0,부산
,시설 장비 유지,611558989.0,부산
,학교운영 협력,17875450.0,부산
학교시설 확충,학교시설 확충,6000000.0,부산
,시설확충 및 개선,6000000.0,부산
학교 재무활동,학교 재무활동,1947390.0,부산
,반환금,1947390.0,부산
,예비비,0.0,부산
세출합계,세출합계,8822174708.0,부산
정책사업,단위사업,0.0,인천
인적자원 운용,인적자원 운용,201018270.0,인천
,교직원보수,0.0,인천
,기타 교직원 보수,129378060.0,인천
,교직원 복지 및 역량강화,71640210.0,인천
학생복지/교육격차 해소,학생복지/교육격차 해소,1661429500.0,인천
,급식 관리,1360008990.0,인천
,기숙사 관리,0.0,인천
,보건관리,183880900.0,인천
,교육격차 해소,50338990.0,인천
,학생복지,67200620.0,인천
기본적 교육활동,기본적 교육활동,1364735690.0,인천
,교과 활동,892267690.0,인천
,창의적 체험활동,459468000.0,인천
,자유학기(년) 활동,13000000.0,인천
선택적 교육활동,선택적 교육활동,976452790.0,인천
,방과후학교 운영,618380110.0,인천
,직업교육,0.0,인천
,국제교육,0.0,인천
,독서활동,61125780.0,인천
,교기육성,282622350.0,인천
,기타 선택적 교육활동,14324550.0,인천
교육활동 지원,교육활동 지원,595799300.0,인천
,교무업무 운영,50893870.0,인천
,생활지도 운영,93784330.0,인천
,연구학교 운영,0.0,인천
,학습지원실 운영,55924050.0,인천
,교육여건 개선,395197050.0,인천
학교 일반운영,학교 일반운영,773557220.0,인천
,학교기관운영,262742420.0,인천
,시설 장비 유지,495371120.0,인천
,학교운영 협력,15443680.0,인천
학교시설 확충,학교시설 확충,4000000.0,인천
,시설확충 및 개선,4000000.0,인천
학교 재무활동,학교 재무활동,51341070.0,인천
,반환금,51341070.0,인천
,예비비,0.0,인천
세출합계,세출합계,5628333840.0,인천
정책사업,단위사업,0.0,전남
인적자원 운용,인적자원 운용,121970060.0,전남
,교직원보수,0.0,전남
,기타 교직원 보수,90093520.0,전남
,교직원 복지 및 역량강화,31876540.0,전남
학생복지/교육격차 해소,학생복지/교육격차 해소,912267240.0,전남
,급식 관리,615379960.0,전남
,기숙사 관리,0.0,전남
,보건관리,103487900.0,전남
,교육격차 해소,13707500.0,전남
,학생복지,179691880.0,전남
기본적 교육활동,기본적 교육활동,744462490.0,전남
,교과 활동,408314640.0,전남
,창의적 체험활동,336147850.0,전남
,자유학기(년) 활동,0.0,전남
선택적 교육활동,선택적 교육활동,934186960.0,전남
,방과후학교 운영,503087670.0,전남
,직업교육,0.0,전남
,국제교육,0.0,전남
,독서활동,54595910.0,전남
,교기육성,243865450.0,전남
,기타 선택적 교육활동,132637930.0,전남
교육활동 지원,교육활동 지원,678645130.0,전남
,교무업무 운영,100682930.0,전남
,생활지도 운영,60871890.0,전남
,연구학교 운영,51982210.0,전남
,학습지원실 운영,36020270.0,전남
,교육여건 개선,429087830.0,전남
학교 일반운영,학교 일반운영,653485210.0,전남
,학교기관운영,287868680.0,전남
,시설 장비 유지,344854740.0,전남
,학교운영 협력,20761790.0,전남
학교시설 확충,학교시설 확충,0.0,전남
,시설확충 및 개선,0.0,전남
학교 재무활동,학교 재무활동,46336890.0,전남
,반환금,46336890.0,전남
,예비비,0.0,전남
세출합계,세출합계,4091353980.0,전남
정책사업,단위사업,0.0,강원
인적자원 운용,인적자원 운용,28582270.0,강원
,교직원보수,0.0,강원
,기타 교직원 보수,20432640.0,강원
,교직원 복지 및 역량강화,8149630.0,강원
학생복지/교육격차 해소,학생복지/교육격차 해소,467658010.0,강원
,급식 관리,382072210.0,강원
,기숙사 관리,0.0,강원
,보건관리,29333880.0,강원
,교육격차 해소,4544000.0,강원
,학생복지,51707920.0,강원
기본적 교육활동,기본적 교육활동,469535750.0,강원
,교과 활동,389177410.0,강원
,창의적 체험활동,75958340.0,강원
,자유학기(년) 활동,4400000.0,강원
선택적 교육활동,선택적 교육활동,229668550.0,강원
,방과후학교 운영,123230760.0,강원
,직업교육,0.0,강원
,국제교육,0.0,강원
,독서활동,38189260.0,강원
,교기육성,2256360.0,강원
,기타 선택적 교육활동,65992170.0,강원
교육활동 지원,교육활동 지원,189735540.0,강원
,교무업무 운영,21021480.0,강원
,생활지도 운영,27516150.0,강원
,연구학교 운영,0.0,강원
,학습지원실 운영,8087140.0,강원
,교육여건 개선,133110770.0,강원
학교 일반운영,학교 일반운영,643944850.0,강원
,학교기관운영,239501540.0,강원
,시설 장비 유지,394649960.0,강원
,학교운영 협력,9793350.0,강원
학교시설 확충,학교시설 확충,73530570.0,강원
,시설확충 및 개선,73530570.0,강원
학교 재무활동,학교 재무활동,67020160.0,강원
,반환금,67020160.0,강원
,예비비,0.0,강원
세출합계,세출합계,2169675700.0,강원
정책사업,단위사업,0.0,대전
인적자원 운용,인적자원 운용,30573280.0,대전
,교직원보수,0.0,대전
,기타 교직원 보수,14096120.0,대전
,교직원 복지 및 역량강화,16477160.0,대전
학생복지/교육격차 해소,학생복지/교육격차 해소,459393540.0,대전
,급식 관리,309664530.0,대전
,기숙사 관리,0.0,대전
,보건관리,28110230.0,대전
,교육격차 해소,27572730.0,대전
,학생복지,94046050.0,대전
기본적 교육활동,기본적 교육활동,204525890.0,대전
,교과 활동,179007410.0,대전
,창의적 체험활동,25518480.0,대전
,자유학기(년) 활동,0.0,대전
선택적 교육활동,선택적 교육활동,264212919.0,대전
,방과후학교 운영,186482650.0,대전
,직업교육,0.0,대전
,국제교육,0.0,대전
,독서활동,19023350.0,대전
,교기육성,52706919.0,대전
,기타 선택적 교육활동,6000000.0,대전
교육활동 지원,교육활동 지원,147227730.0,대전
,교무업무 운영,48874610.0,대전
,생활지도 운영,20186810.0,대전
,연구학교 운영,0.0,대전
,학습지원실 운영,9589860.0,대전
,교육여건 개선,68576450.0,대전
학교 일반운영,학교 일반운영,251232611.0,대전
,학교기관운영,76469031.0,대전
,시설 장비 유지,173068580.0,대전
,학교운영 협력,1695000.0,대전
학교시설 확충,학교시설 확충,0.0,대전
,시설확충 및 개선,0.0,대전
학교 재무활동,학교 재무활동,761420.0,대전
,반환금,761420.0,대전
,예비비,0.0,대전
세출합계,세출합계,1357927390.0,대전
정책사업,단위사업,0.0,경기
인적자원 운용,인적자원 운용,6562761310.0,경기
,교직원보수,4144243690.0,경기
,기타 교직원 보수,1684455140.0,경기
,교직원 복지 및 역량강화,734062480.0,경기
학생복지/교육격차 해소,학생복지/교육격차 해소,13095750990.0,경기
,급식 관리,11284124340.0,경기
,기숙사 관리,0.0,경기
,보건관리,762012340.0,경기
,교육격차 해소,59289350.0,경기
,학생복지,990324960.0,경기
기본적 교육활동,기본적 교육활동,5052773965.0,경기
,교과 활동,3836634660.0,경기
,창의적 체험활동,1122985305.0,경기
,자유학기(년) 활동,93154000.0,경기
선택적 교육활동,선택적 교육활동,2914001370.0,경기
,방과후학교 운영,1670327020.0,경기
,직업교육,0.0,경기
,국제교육,0.0,경기
,독서활동,353915540.0,경기
,교기육성,810580940.0,경기
,기타 선택적 교육활동,79177870.0,경기
교육활동 지원,교육활동 지원,2763806110.0,경기
,교무업무 운영,320582010.0,경기
,생활지도 운영,390600920.0,경기
,연구학교 운영,72327380.0,경기
,학습지원실 운영,476813500.0,경기
,교육여건 개선,1503482300.0,경기
학교 일반운영,학교 일반운영,5800775759.0,경기
,학교기관운영,1676322540.0,경기
,시설 장비 유지,4060286579.0,경기
,학교운영 협력,64166640.0,경기
학교시설 확충,학교시설 확충,5088486740.0,경기
,시설확충 및 개선,5088486740.0,경기
학교 재무활동,학교 재무활동,119378340.0,경기
,반환금,119378340.0,경기
,예비비,0.0,경기
세출합계,세출합계,41397734584.0,경기
정책사업,단위사업,0.0,경남
인적자원 운용,인적자원 운용,183922880.0,경남
,교직원보수,0.0,경남
,기타 교직원 보수,143899740.0,경남
,교직원 복지 및 역량강화,40023140.0,경남
학생복지/교육격차 해소,학생복지/교육격차 해소,3502119640.0,경남
,급식 관리,2708411120.0,경남
,기숙사 관리,195853250.0,경남
,보건관리,148469150.0,경남
,교육격차 해소,69752140.0,경남
,학생복지,379633980.0,경남
기본적 교육활동,기본적 교육활동,1530489770.0,경남
,교과 활동,1053792580.0,경남
,창의적 체험활동,460343300.0,경남
,자유학기(년) 활동,16353890.0,경남
선택적 교육활동,선택적 교육활동,1410772870.0,경남
,방과후학교 운영,850618610.0,경남
,직업교육,0.0,경남
,국제교육,0.0,경남
,독서활동,140102680.0,경남
,교기육성,386265760.0,경남
,기타 선택적 교육활동,33785820.0,경남
교육활동 지원,교육활동 지원,1460376250.0,경남
,교무업무 운영,314219480.0,경남
,생활지도 운영,154698150.0,경남
,연구학교 운영,44918150.0,경남
,학습지원실 운영,30521840.0,경남
,교육여건 개선,916018630.0,경남
학교 일반운영,학교 일반운영,1427191810.0,경남
,학교기관운영,428435330.0,경남
,시설 장비 유지,981464310.0,경남
,학교운영 협력,17292170.0,경남
학교시설 확충,학교시설 확충,739345870.0,경남
,시설확충 및 개선,739345870.0,경남
학교 재무활동,학교 재무활동,7880.0,경남
,반환금,7880.0,경남
,예비비,0.0,경남
세출합계,세출합계,10254226970.0,경남
정책사업,단위사업,0.0,광주
인적자원 운용,인적자원 운용,49029000.0,광주
,교직원보수,0.0,광주
,기타 교직원 보수,16682980.0,광주
,교직원 복지 및 역량강화,32346020.0,광주
학생복지/교육격차 해소,학생복지/교육격차 해소,480451490.0,광주
,급식 관리,399319530.0,광주
,기숙사 관리,0.0,광주
,보건관리,36055990.0,광주
,교육격차 해소,0.0,광주
,학생복지,45075970.0,광주
기본적 교육활동,기본적 교육활동,375921950.0,광주
,교과 활동,288204460.0,광주
,창의적 체험활동,87717490.0,광주
,자유학기(년) 활동,0.0,광주
선택적 교육활동,선택적 교육활동,285032440.0,광주
,방과후학교 운영,258300250.0,광주
,직업교육,0.0,광주
,국제교육,0.0,광주
,독서활동,15702840.0,광주
,교기육성,0.0,광주
,기타 선택적 교육활동,11029350.0,광주
교육활동 지원,교육활동 지원,500933300.0,광주
,교무업무 운영,9163770.0,광주
,생활지도 운영,22731590.0,광주
,연구학교 운영,51975620.0,광주
,학습지원실 운영,19729970.0,광주
,교육여건 개선,397332350.0,광주
학교 일반운영,학교 일반운영,337569340.0,광주
,학교기관운영,101991470.0,광주
,시설 장비 유지,230777480.0,광주
,학교운영 협력,4800390.0,광주
학교시설 확충,학교시설 확충,0.0,광주
,시설확충 및 개선,0.0,광주
학교 재무활동,학교 재무활동,0.0,광주
,반환금,0.0,광주
,예비비,0.0,광주
세출합계,세출합계,2028937520.0,광주
정책사업,단위사업,0.0,충남
인적자원 운용,인적자원 운용,79874180.0,충남
,교직원보수,0.0,충남
,기타 교직원 보수,48689540.0,충남
,교직원 복지 및 역량강화,31184640.0,충남
학생복지/교육격차 해소,학생복지/교육격차 해소,1293335880.0,충남
,급식 관리,914689400.0,충남
,기숙사 관리,0.0,충남
,보건관리,134261970.0,충남
,교육격차 해소,5500000.0,충남
,학생복지,238884510.0,충남
기본적 교육활동,기본적 교육활동,1215034570.0,충남
,교과 활동,899489940.0,충남
,창의적 체험활동,299046630.0,충남
,자유학기(년) 활동,16498000.0,충남
선택적 교육활동,선택적 교육활동,1165662860.0,충남
,방과후학교 운영,594562200.0,충남
,직업교육,0.0,충남
,국제교육,0.0,충남
,독서활동,54390480.0,충남
,교기육성,311591840.0,충남
,기타 선택적 교육활동,205118340.0,충남
교육활동 지원,교육활동 지원,897186540.0,충남
,교무업무 운영,27962460.0,충남
,생활지도 운영,86093320.0,충남
,연구학교 운영,75131240.0,충남
,학습지원실 운영,130336430.0,충남
,교육여건 개선,577663090.0,충남
학교 일반운영,학교 일반운영,862043290.0,충남
,학교기관운영,273522840.0,충남
,시설 장비 유지,570375230.0,충남
,학교운영 협력,18145220.0,충남
학교시설 확충,학교시설 확충,12834800.0,충남
,시설확충 및 개선,12834800.0,충남
학교 재무활동,학교 재무활동,0.0,충남
,반환금,0.0,충남
,예비비,0.0,충남
세출합계,세출합계,5525972120.0,충남
정책사업,단위사업,0.0,대구
인적자원 운용,인적자원 운용,9906690.0,대구
,교직원보수,0.0,대구
,기타 교직원 보수,0.0,대구
,교직원 복지 및 역량강화,9906690.0,대구
학생복지/교육격차 해소,학생복지/교육격차 해소,373980250.0,대구
,급식 관리,341713020.0,대구
,기숙사 관리,0.0,대구
,보건관리,23911060.0,대구
,교육격차 해소,0.0,대구
,학생복지,8356170.0,대구
기본적 교육활동,기본적 교육활동,318830040.0,대구
,교과 활동,274602170.0,대구
,창의적 체험활동,44227870.0,대구
,자유학기(년) 활동,0.0,대구
선택적 교육활동,선택적 교육활동,290297390.0,대구
,방과후학교 운영,263739710.0,대구
,직업교육,0.0,대구
,국제교육,0.0,대구
,독서활동,14955630.0,대구
,교기육성,9602050.0,대구
,기타 선택적 교육활동,2000000.0,대구
교육활동 지원,교육활동 지원,128973040.0,대구
,교무업무 운영,4526820.0,대구
,생활지도 운영,65167360.0,대구
,연구학교 운영,0.0,대구
,학습지원실 운영,36375940.0,대구
,교육여건 개선,22902920.0,대구
학교 일반운영,학교 일반운영,194391796.0,대구
,학교기관운영,46584410.0,대구
,시설 장비 유지,142554690.0,대구
,학교운영 협력,5252696.0,대구
학교시설 확충,학교시설 확충,0.0,대구
,시설확충 및 개선,0.0,대구
학교 재무활동,학교 재무활동,0.0,대구
,반환금,0.0,대구
,예비비,0.0,대구
세출합계,세출합계,1316379206.0,대구
정책사업,단위사업,0.0,서울
인적자원 운용,인적자원 운용,10957064829.0,서울
,교직원보수,7442366970.0,서울
,기타 교직원 보수,2757993150.0,서울
,교직원 복지 및 역량강화,756704709.0,서울
학생복지/교육격차 해소,학생복지/교육격차 해소,9691847824.0,서울
,급식 관리,6731062035.0,서울
,기숙사 관리,1394040910.0,서울
,보건관리,702800609.0,서울
,교육격차 해소,116754740.0,서울
,학생복지,747189530.0,서울
기본적 교육활동,기본적 교육활동,3189895906.0,서울
,교과 활동,1992433669.0,서울
,창의적 체험활동,1155980097.0,서울
,자유학기(년) 활동,41482140.0,서울
선택적 교육활동,선택적 교육활동,2761697836.0,서울
,방과후학교 운영,1798676520.0,서울
,직업교육,0.0,서울
,국제교육,102276492.0,서울
,독서활동,372537853.0,서울
,교기육성,231038300.0,서울
,기타 선택적 교육활동,257168671.0,서울
교육활동 지원,교육활동 지원,4139707192.0,서울
,교무업무 운영,703998308.0,서울
,생활지도 운영,489728000.0,서울
,연구학교 운영,122192260.0,서울
,학습지원실 운영,476730144.0,서울
,교육여건 개선,2347058480.0,서울
학교 일반운영,학교 일반운영,5156891926.0,서울
,학교기관운영,1250037664.0,서울
,시설 장비 유지,3884907692.0,서울
,학교운영 협력,21946570.0,서울
학교시설 확충,학교시설 확충,509964300.0,서울
,시설확충 및 개선,509964300.0,서울
학교 재무활동,학교 재무활동,40786300.0,서울
,반환금,40786300.0,서울
,예비비,0.0,서울
세출합계,세출합계,36447856113.0,서울
정책사업,단위사업,0.0,전북
인적자원 운용,인적자원 운용,138189660.0,전북
,교직원보수,0.0,전북
,기타 교직원 보수,120957770.0,전북
,교직원 복지 및 역량강화,17231890.0,전북
학생복지/교육격차 해소,학생복지/교육격차 해소,262857940.0,전북
,급식 관리,105619430.0,전북
,기숙사 관리,0.0,전북
,보건관리,46151210.0,전북
,교육격차 해소,44805820.0,전북
,학생복지,66281480.0,전북
기본적 교육활동,기본적 교육활동,311122780.0,전북
,교과 활동,221868160.0,전북
,창의적 체험활동,85716620.0,전북
,자유학기(년) 활동,3538000.0,전북
선택적 교육활동,선택적 교육활동,152032220.0,전북
,방과후학교 운영,124714060.0,전북
,직업교육,0.0,전북
,국제교육,0.0,전북
,독서활동,23318160.0,전북
,교기육성,0.0,전북
,기타 선택적 교육활동,4000000.0,전북
교육활동 지원,교육활동 지원,327813480.0,전북
,교무업무 운영,20241330.0,전북
,생활지도 운영,24449010.0,전북
,연구학교 운영,60776150.0,전북
,학습지원실 운영,71049740.0,전북
,교육여건 개선,151297250.0,전북
학교 일반운영,학교 일반운영,383067870.0,전북
,학교기관운영,146426410.0,전북
,시설 장비 유지,229616050.0,전북
,학교운영 협력,7025410.0,전북
학교시설 확충,학교시설 확충,0.0,전북
,시설확충 및 개선,0.0,전북
학교 재무활동,학교 재무활동,1728000.0,전북
,반환금,1728000.0,전북
,예비비,0.0,전북
세출합계,세출합계,1576811950.0,전북
