정책단위사업,정책단위사업.1,합계금액,지역명
정책사업,단위사업,0.0,전북
인적자원 운용,인적자원 운용,19254000.0,전북
,교직원보수,0.0,전북
,기타 교직원 보수,2140000.0,전북
,교직원 복지 및 역량강화,17114000.0,전북
학생복지/교육격차 해소,학생복지/교육격차 해소,150514000.0,전북
,급식 관리,89452000.0,전북
,기숙사 관리,0.0,전북
,보건관리,45849000.0,전북
,교육격차 해소,0.0,전북
,학생복지,15213000.0,전북
기본적 교육활동,기본적 교육활동,169734000.0,전북
,교과 활동,91983000.0,전북
,창의적 체험활동,74091000.0,전북
,자유학기(년) 활동,3660000.0,전북
선택적 교육활동,선택적 교육활동,61429000.0,전북
,방과후학교 운영,35093000.0,전북
,직업교육,0.0,전북
,국제교육,0.0,전북
,독서활동,25836000.0,전북
,교기육성,0.0,전북
,기타 선택적 교육활동,500000.0,전북
교육활동 지원,교육활동 지원,58981000.0,전북
,교무업무 운영,20630000.0,전북
,생활지도 운영,6048000.0,전북
,연구학교 운영,2000000.0,전북
,학습지원실 운영,29303000.0,전북
,교육여건 개선,1000000.0,전북
학교 일반운영,학교 일반운영,323720000.0,전북
,학교기관운영,137420000.0,전북
,시설 장비 유지,177610000.0,전북
,학교운영 협력,8690000.0,전북
학교시설 확충,학교시설 확충,0.0,전북
,시설확충 및 개선,0.0,전북
학교 재무활동,학교 재무활동,400000.0,전북
,반환금,0.0,전북
,예비비,400000.0,전북
세출합계,세출합계,784032000.0,전북
정책사업,단위사업,0.0,부산
인적자원 운용,인적자원 운용,138975000.0,부산
,교직원보수,0.0,부산
,기타 교직원 보수,120820000.0,부산
,교직원 복지 및 역량강화,18155000.0,부산
학생복지/교육격차 해소,학생복지/교육격차 해소,3089723000.0,부산
,급식 관리,2709671000.0,부산
,기숙사 관리,0.0,부산
,보건관리,213096000.0,부산
,교육격차 해소,0.0,부산
,학생복지,166956000.0,부산
기본적 교육활동,기본적 교육활동,876656000.0,부산
,교과 활동,453858000.0,부산
,창의적 체험활동,394298000.0,부산
,자유학기(년) 활동,28500000.0,부산
선택적 교육활동,선택적 교육활동,1304353000.0,부산
,방과후학교 운영,835043000.0,부산
,직업교육,0.0,부산
,국제교육,0.0,부산
,독서활동,125213000.0,부산
,교기육성,230057000.0,부산
,기타 선택적 교육활동,114040000.0,부산
교육활동 지원,교육활동 지원,446166000.0,부산
,교무업무 운영,196582000.0,부산
,생활지도 운영,80803000.0,부산
,연구학교 운영,10000000.0,부산
,학습지원실 운영,125551000.0,부산
,교육여건 개선,33230000.0,부산
학교 일반운영,학교 일반운영,739312000.0,부산
,학교기관운영,316352000.0,부산
,시설 장비 유지,408780000.0,부산
,학교운영 협력,14180000.0,부산
학교시설 확충,학교시설 확충,0.0,부산
,시설확충 및 개선,0.0,부산
학교 재무활동,학교 재무활동,14000000.0,부산
,반환금,0.0,부산
,예비비,14000000.0,부산
세출합계,세출합계,6609185000.0,부산
정책사업,단위사업,0.0,서울
인적자원 운용,인적자원 운용,10307238000.0,서울
,교직원보수,7546996000.0,서울
,기타 교직원 보수,2219834000.0,서울
,교직원 복지 및 역량강화,540408000.0,서울
학생복지/교육격차 해소,학생복지/교육격차 해소,3546960000.0,서울
,급식 관리,1674985000.0,서울
,기숙사 관리,1323000000.0,서울
,보건관리,268350000.0,서울
,교육격차 해소,21672000.0,서울
,학생복지,258953000.0,서울
기본적 교육활동,기본적 교육활동,896708000.0,서울
,교과 활동,539197000.0,서울
,창의적 체험활동,320640000.0,서울
,자유학기(년) 활동,36871000.0,서울
선택적 교육활동,선택적 교육활동,849971000.0,서울
,방과후학교 운영,585163000.0,서울
,직업교육,0.0,서울
,국제교육,0.0,서울
,독서활동,171208000.0,서울
,교기육성,24000000.0,서울
,기타 선택적 교육활동,69600000.0,서울
교육활동 지원,교육활동 지원,1022907000.0,서울
,교무업무 운영,284818000.0,서울
,생활지도 운영,132942000.0,서울
,연구학교 운영,156000000.0,서울
