정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,297224015.984127
,교직원보수,196240939.04761904
,기타 교직원 보수,73740028.57142857
,교직원 복지 및 역량강화,27243048.365079366
학생복지/교육격차 해소,학생복지/교육격차 해소,551153355.031746
,급식 관리,390018430.6031746
,기숙사 관리,18635112.698412698
,보건관리,59124915.0
,교육격차 해소,8687569.047619049
,학생복지,74687327.68253969
기본적 교육활동,기본적 교육활동,208822187.6190476
,교과 활동,167610288.7142857
,창의적 체험활동,37093962.07936508
,자유학기(년) 활동,4117936.8253968256
선택적 교육활동,선택적 교육활동,209955476.12698412
,방과후학교 운영,124874596.01587301
,직업교육,0.0
,국제교육,99213.49206349206
,독서활동,27533346.23809524
,교기육성,40182297.07936508
,기타 선택적 교육활동,17266023.301587302
교육활동 지원,교육활동 지원,255524436.52380952
,교무업무 운영,37755905.14285714
,생활지도 운영,26531111.825396825
,연구학교 운영,13957972.650793651
,학습지원실 운영,26689011.174603175
,교육여건 개선,150590435.73015872
학교 일반운영,학교 일반운영,262603942.34920636
,학교기관운영,81997093.47619048
,시설 장비 유지,178258728.87301588
,학교운영 협력,2348120.0
학교시설 확충,학교시설 확충,77922245.44444445
,시설확충 및 개선,77922245.44444445
학교 재무활동,학교 재무활동,7478268.73015873
,반환금,7478268.73015873
,예비비,0.0
세출합계,세출합계,1870683927.8095238
