정책단위사업,정책단위사업.1,합계금액,지역명
정책사업,단위사업,0.0,경북
인적자원 운용,인적자원 운용,70510000.0,경북
,교직원보수,0.0,경북
,기타 교직원 보수,50980000.0,경북
,교직원 복지 및 역량강화,19530000.0,경북
학생복지/교육격차 해소,학생복지/교육격차 해소,338987000.0,경북
,급식 관리,232448000.0,경북
,기숙사 관리,0.0,경북
,보건관리,98779000.0,경북
,교육격차 해소,0.0,경북
,학생복지,7760000.0,경북
기본적 교육활동,기본적 교육활동,380481000.0,경북
,교과 활동,198840000.0,경북
,창의적 체험활동,176641000.0,경북
,자유학기(년) 활동,5000000.0,경북
선택적 교육활동,선택적 교육활동,364385000.0,경북
,방과후학교 운영,285545000.0,경북
,직업교육,0.0,경북
,국제교육,0.0,경북
,독서활동,64340000.0,경북
,교기육성,13500000.0,경북
,기타 선택적 교육활동,1000000.0,경북
교육활동 지원,교육활동 지원,216617000.0,경북
,교무업무 운영,50310000.0,경북
,생활지도 운영,60440000.0,경북
,연구학교 운영,32380000.0,경북
,학습지원실 운영,59887000.0,경북
,교육여건 개선,13600000.0,경북
학교 일반운영,학교 일반운영,641235000.0,경북
,학교기관운영,206775000.0,경북
,시설 장비 유지,423445000.0,경북
,학교운영 협력,11015000.0,경북
학교시설 확충,학교시설 확충,0.0,경북
,시설확충 및 개선,0.0,경북
학교 재무활동,학교 재무활동,0.0,경북
,반환금,0.0,경북
,예비비,0.0,경북
세출합계,세출합계,2012215000.0,경북
정책사업,단위사업,0.0,울산
인적자원 운용,인적자원 운용,19861000.0,울산
,교직원보수,0.0,울산
,기타 교직원 보수,3111000.0,울산
,교직원 복지 및 역량강화,16750000.0,울산
학생복지/교육격차 해소,학생복지/교육격차 해소,473117000.0,울산
,급식 관리,424179000.0,울산
,기숙사 관리,0.0,울산
,보건관리,48338000.0,울산
,교육격차 해소,500000.0,울산
,학생복지,100000.0,울산
기본적 교육활동,기본적 교육활동,135724000.0,울산
,교과 활동,83884000.0,울산
,창의적 체험활동,51840000.0,울산
,자유학기(년) 활동,0.0,울산
선택적 교육활동,선택적 교육활동,432485000.0,울산
,방과후학교 운영,394415000.0,울산
,직업교육,0.0,울산
,국제교육,0.0,울산
,독서활동,21250000.0,울산
,교기육성,15220000.0,울산
,기타 선택적 교육활동,1600000.0,울산
교육활동 지원,교육활동 지원,67296000.0,울산
,교무업무 운영,16460000.0,울산
,생활지도 운영,22670000.0,울산
,연구학교 운영,0.0,울산
,학습지원실 운영,28166000.0,울산
,교육여건 개선,0.0,울산
학교 일반운영,학교 일반운영,217885000.0,울산
,학교기관운영,62517000.0,울산
,시설 장비 유지,152818000.0,울산
,학교운영 협력,2550000.0,울산
학교시설 확충,학교시설 확충,0.0,울산
,시설확충 및 개선,0.0,울산
학교 재무활동,학교 재무활동,2780000.0,울산
,반환금,0.0,울산
,예비비,2780000.0,울산
세출합계,세출합계,1349148000.0,울산
정책사업,단위사업,0.0,서울
인적자원 운용,인적자원 운용,10492988000.0,서울
,교직원보수,7511387000.0,서울
,기타 교직원 보수,2384926000.0,서울
,교직원 복지 및 역량강화,596675000.0,서울
학생복지/교육격차 해소,학생복지/교육격차 해소,3682636000.0,서울
,급식 관리,1639253000.0,서울
,기숙사 관리,1436400000.0,서울
,보건관리,294694000.0,서울
,교육격차 해소,39249000.0,서울
,학생복지,273040000.0,서울
기본적 교육활동,기본적 교육활동,1020422000.0,서울
,교과 활동,695794000.0,서울
,창의적 체험활동,286011000.0,서울
,자유학기(년) 활동,38617000.0,서울
선택적 교육활동,선택적 교육활동,412377000.0,서울
,방과후학교 운영,123157000.0,서울
,직업교육,0.0,서울
,국제교육,0.0,서울
,독서활동,187120000.0,서울
,교기육성,10000000.0,서울
,기타 선택적 교육활동,92100000.0,서울
교육활동 지원,교육활동 지원,1089688000.0,서울
,교무업무 운영,350217000.0,서울
,생활지도 운영,160912000.0,서울
,연구학교 운영,107000000.0,서울
,학습지원실 운영,271285000.0,서울
,교육여건 개선,200274000.0,서울
학교 일반운영,학교 일반운영,3367606000.0,서울
,학교기관운영,646503000.0,서울
,시설 장비 유지,2700393000.0,서울
,학교운영 협력,20710000.0,서울
학교시설 확충,학교시설 확충,10000000.0,서울
,시설확충 및 개선,10000000.0,서울
학교 재무활동,학교 재무활동,5000000.0,서울
,반환금,5000000.0,서울
,예비비,0.0,서울
세출합계,세출합계,20080717000.0,서울
정책사업,단위사업,0.0,부산
인적자원 운용,인적자원 운용,24770000.0,부산
,교직원보수,0.0,부산
,기타 교직원 보수,4400000.0,부산
,교직원 복지 및 역량강화,20370000.0,부산
학생복지/교육격차 해소,학생복지/교육격차 해소,3803796000.0,부산
,급식 관리,3487737000.0,부산
,기숙사 관리,0.0,부산
,보건관리,140750000.0,부산
,교육격차 해소,0.0,부산
,학생복지,175309000.0,부산
기본적 교육활동,기본적 교육활동,901709000.0,부산
,교과 활동,518523000.0,부산
,창의적 체험활동,355986000.0,부산
