정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,10770521420.0
,교직원보수,7491745740.0
,기타 교직원 보수,2624530240.0
,교직원 복지 및 역량강화,654245440.0
학생복지/교육격차 해소,학생복지/교육격차 해소,9349156470.0
,급식 관리,6643382239.0
,기숙사 관리,1236485000.0
,보건관리,765910820.0
,교육격차 해소,66228031.0
,학생복지,637150380.0
기본적 교육활동,기본적 교육활동,2694217676.0
,교과 활동,1816211650.0
,창의적 체험활동,833839046.0
,자유학기(년) 활동,44166980.0
선택적 교육활동,선택적 교육활동,2543397508.0
,방과후학교 운영,1705363325.0
,직업교육,0.0
,국제교육,12186561.0
,독서활동,400106390.0
,교기육성,236354170.0
,기타 선택적 교육활동,189387062.0
교육활동 지원,교육활동 지원,4132338493.0
,교무업무 운영,782628652.0
,생활지도 운영,626091147.0
,연구학교 운영,241488498.0
,학습지원실 운영,596286146.0
,교육여건 개선,1885844050.0
학교 일반운영,학교 일반운영,4824932285.0
,학교기관운영,1058782420.0
,시설 장비 유지,3710204285.0
,학교운영 협력,55945580.0
학교시설 확충,학교시설 확충,181594180.0
,시설확충 및 개선,181594180.0
학교 재무활동,학교 재무활동,178231780.0
,반환금,178231780.0
,예비비,0.0
세출합계,세출합계,34674389812.0
