정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,25848350.0
,교직원보수,0.0
,기타 교직원 보수,7500000.0
,교직원 복지 및 역량강화,18348350.0
학생복지/교육격차 해소,학생복지/교육격차 해소,3523423520.0
,급식 관리,3076942980.0
,기숙사 관리,0.0
,보건관리,188632130.0
,교육격차 해소,10340000.0
,학생복지,247508410.0
기본적 교육활동,기본적 교육활동,1657054636.0
,교과 활동,1183126286.0
,창의적 체험활동,446769860.0
,자유학기(년) 활동,27158490.0
선택적 교육활동,선택적 교육활동,1765434670.0
,방과후학교 운영,1288860500.0
,직업교육,0.0
,국제교육,0.0
,독서활동,166219000.0
,교기육성,200883460.0
,기타 선택적 교육활동,109471710.0
교육활동 지원,교육활동 지원,839624661.0
,교무업무 운영,232575040.0
,생활지도 운영,123450150.0
,연구학교 운영,49807691.0
,학습지원실 운영,142116410.0
,교육여건 개선,291675370.0
학교 일반운영,학교 일반운영,1002841481.0
,학교기관운영,373407042.0
,시설 장비 유지,611558989.0
,학교운영 협력,17875450.0
학교시설 확충,학교시설 확충,6000000.0
,시설확충 및 개선,6000000.0
학교 재무활동,학교 재무활동,1947390.0
,반환금,1947390.0
,예비비,0.0
세출합계,세출합계,8822174708.0
