정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,172165000.0
,교직원보수,0.0
,기타 교직원 보수,141384000.0
,교직원 복지 및 역량강화,30781000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,2843875000.0
,급식 관리,2331257000.0
,기숙사 관리,159501000.0
,보건관리,102885000.0
,교육격차 해소,7769000.0
,학생복지,242463000.0
기본적 교육활동,기본적 교육활동,812374000.0
,교과 활동,447951000.0
,창의적 체험활동,364423000.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,818111000.0
,방과후학교 운영,614056000.0
,직업교육,0.0
,국제교육,0.0
,독서활동,122925000.0
,교기육성,75930000.0
,기타 선택적 교육활동,5200000.0
교육활동 지원,교육활동 지원,390124000.0
,교무업무 운영,264895000.0
,생활지도 운영,73819000.0
,연구학교 운영,0.0
,학습지원실 운영,38110000.0
,교육여건 개선,13300000.0
학교 일반운영,학교 일반운영,1085462000.0
,학교기관운영,334457000.0
,시설 장비 유지,736835000.0
,학교운영 협력,14170000.0
학교시설 확충,학교시설 확충,7000000.0
,시설확충 및 개선,7000000.0
학교 재무활동,학교 재무활동,13000000.0
,반환금,0.0
,예비비,13000000.0
세출합계,세출합계,6142111000.0
