정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,6970218120.0
,교직원보수,4676306760.0
,기타 교직원 보수,1561800410.0
,교직원 복지 및 역량강화,732110950.0
학생복지/교육격차 해소,학생복지/교육격차 해소,12812203150.0
,급식 관리,10616267170.0
,기숙사 관리,0.0
,보건관리,1221890920.0
,교육격차 해소,54987080.0
,학생복지,919057980.0
기본적 교육활동,기본적 교육활동,4363501550.0
,교과 활동,3571246420.0
,창의적 체험활동,694264390.0
,자유학기(년) 활동,97990740.0
선택적 교육활동,선택적 교육활동,2540047980.0
,방과후학교 운영,1339126900.0
,직업교육,0.0
,국제교육,0.0
,독서활동,332299040.0
,교기육성,752422470.0
,기타 선택적 교육활동,116199570.0
교육활동 지원,교육활동 지원,2661918790.0
,교무업무 운영,288875080.0
,생활지도 운영,326058580.0
,연구학교 운영,92227410.0
,학습지원실 운영,594661840.0
,교육여건 개선,1360095880.0
학교 일반운영,학교 일반운영,4960740610.0
,학교기관운영,1445034120.0
,시설 장비 유지,3480049900.0
,학교운영 협력,35656590.0
학교시설 확충,학교시설 확충,1905692600.0
,시설확충 및 개선,1905692600.0
학교 재무활동,학교 재무활동,39857500.0
,반환금,39857500.0
,예비비,0.0
세출합계,세출합계,36254180300.0
