정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,33819100.0
,교직원보수,0.0
,기타 교직원 보수,27577740.0
,교직원 복지 및 역량강화,6241360.0
학생복지/교육격차 해소,학생복지/교육격차 해소,328744750.0
,급식 관리,247031690.0
,기숙사 관리,0.0
,보건관리,43674740.0
,교육격차 해소,0.0
,학생복지,38038320.0
기본적 교육활동,기본적 교육활동,250895450.0
,교과 활동,203725480.0
,창의적 체험활동,47169970.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,159627430.0
,방과후학교 운영,124916170.0
,직업교육,0.0
,국제교육,0.0
,독서활동,24126130.0
,교기육성,0.0
,기타 선택적 교육활동,10585130.0
교육활동 지원,교육활동 지원,163067330.0
,교무업무 운영,6322310.0
,생활지도 운영,27499930.0
,연구학교 운영,38312390.0
,학습지원실 운영,40984220.0
,교육여건 개선,49948480.0
학교 일반운영,학교 일반운영,167939090.0
,학교기관운영,39103550.0
,시설 장비 유지,120315600.0
,학교운영 협력,8519940.0
학교시설 확충,학교시설 확충,203135000.0
,시설확충 및 개선,203135000.0
학교 재무활동,학교 재무활동,0.0
,반환금,0.0
,예비비,0.0
세출합계,세출합계,1307228150.0
