정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,98533520.0
,교직원보수,0.0
,기타 교직원 보수,75698290.0
,교직원 복지 및 역량강화,22835230.0
학생복지/교육격차 해소,학생복지/교육격차 해소,873792640.0
,급식 관리,559096530.0
,기숙사 관리,0.0
,보건관리,130637320.0
,교육격차 해소,0.0
,학생복지,184058790.0
기본적 교육활동,기본적 교육활동,843457760.0
,교과 활동,557878000.0
,창의적 체험활동,285579760.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,741014920.0
,방과후학교 운영,367099590.0
,직업교육,0.0
,국제교육,0.0
,독서활동,57390750.0
,교기육성,174981060.0
,기타 선택적 교육활동,141543520.0
교육활동 지원,교육활동 지원,584860420.0
,교무업무 운영,95702700.0
,생활지도 운영,37390890.0
,연구학교 운영,55933750.0
,학습지원실 운영,29431580.0
,교육여건 개선,366401500.0
학교 일반운영,학교 일반운영,654839680.0
,학교기관운영,254971790.0
,시설 장비 유지,381485080.0
,학교운영 협력,18382810.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,25578050.0
,반환금,25578050.0
,예비비,0.0
세출합계,세출합계,3822076990.0
