정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,10957064829.0
,교직원보수,7442366970.0
,기타 교직원 보수,2757993150.0
,교직원 복지 및 역량강화,756704709.0
학생복지/교육격차 해소,학생복지/교육격차 해소,9691847824.0
,급식 관리,6731062035.0
,기숙사 관리,1394040910.0
,보건관리,702800609.0
,교육격차 해소,116754740.0
,학생복지,747189530.0
기본적 교육활동,기본적 교육활동,3189895906.0
,교과 활동,1992433669.0
,창의적 체험활동,1155980097.0
,자유학기(년) 활동,41482140.0
선택적 교육활동,선택적 교육활동,2761697836.0
,방과후학교 운영,1798676520.0
,직업교육,0.0
,국제교육,102276492.0
,독서활동,372537853.0
,교기육성,231038300.0
,기타 선택적 교육활동,257168671.0
교육활동 지원,교육활동 지원,4139707192.0
,교무업무 운영,703998308.0
,생활지도 운영,489728000.0
,연구학교 운영,122192260.0
,학습지원실 운영,476730144.0
,교육여건 개선,2347058480.0
학교 일반운영,학교 일반운영,5156891926.0
,학교기관운영,1250037664.0
,시설 장비 유지,3884907692.0
,학교운영 협력,21946570.0
학교시설 확충,학교시설 확충,509964300.0
,시설확충 및 개선,509964300.0
학교 재무활동,학교 재무활동,40786300.0
,반환금,40786300.0
,예비비,0.0
세출합계,세출합계,36447856113.0
