정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,77582770.0
,교직원보수,0.0
,기타 교직원 보수,56733800.0
,교직원 복지 및 역량강화,20848970.0
학생복지/교육격차 해소,학생복지/교육격차 해소,1510630800.0
,급식 관리,1034540980.0
,기숙사 관리,0.0
,보건관리,119254380.0
,교육격차 해소,50050000.0
,학생복지,306785440.0
기본적 교육활동,기본적 교육활동,670692060.0
,교과 활동,583019170.0
,창의적 체험활동,71674650.0
,자유학기(년) 활동,15998240.0
선택적 교육활동,선택적 교육활동,682645630.0
,방과후학교 운영,494710390.0
,직업교육,0.0
,국제교육,0.0
,독서활동,88833170.0
,교기육성,91935250.0
,기타 선택적 교육활동,7166820.0
교육활동 지원,교육활동 지원,1495035290.0
,교무업무 운영,247678200.0
,생활지도 운영,66114990.0
,연구학교 운영,111723360.0
,학습지원실 운영,48728490.0
,교육여건 개선,1020790250.0
학교 일반운영,학교 일반운영,668314580.0
,학교기관운영,173371970.0
,시설 장비 유지,486083970.0
,학교운영 협력,8858640.0
학교시설 확충,학교시설 확충,191420120.0
,시설확충 및 개선,191420120.0
학교 재무활동,학교 재무활동,68842360.0
,반환금,68842360.0
,예비비,0.0
세출합계,세출합계,5365163610.0
