정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,10902832230.0
,교직원보수,7467519030.0
,기타 교직원 보수,2845211590.0
,교직원 복지 및 역량강화,590101610.0
학생복지/교육격차 해소,학생복지/교육격차 해소,7768358748.0
,급식 관리,5342340133.0
,기숙사 관리,982298800.0
,보건관리,647423455.0
,교육격차 해소,80664630.0
,학생복지,715631730.0
기본적 교육활동,기본적 교육활동,1943560691.0
,교과 활동,1454370404.0
,창의적 체험활동,448019457.0
,자유학기(년) 활동,41170830.0
선택적 교육활동,선택적 교육활동,1969311071.0
,방과후학교 운영,958228700.0
,직업교육,0.0
,국제교육,0.0
,독서활동,428465033.0
,교기육성,222690970.0
,기타 선택적 교육활동,359926368.0
교육활동 지원,교육활동 지원,3686149753.0
,교무업무 운영,699348499.0
,생활지도 운영,521409068.0
,연구학교 운영,255521191.0
,학습지원실 운영,472868084.0
,교육여건 개선,1737002911.0
학교 일반운영,학교 일반운영,3794651342.0
,학교기관운영,888138026.0
,시설 장비 유지,2888365676.0
,학교운영 협력,18147640.0
학교시설 확충,학교시설 확충,296271773.0
,시설확충 및 개선,296271773.0
학교 재무활동,학교 재무활동,5663670.0
,반환금,5663670.0
,예비비,0.0
세출합계,세출합계,30366799278.0
