정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,138189660.0
,교직원보수,0.0
,기타 교직원 보수,120957770.0
,교직원 복지 및 역량강화,17231890.0
학생복지/교육격차 해소,학생복지/교육격차 해소,262857940.0
,급식 관리,105619430.0
,기숙사 관리,0.0
,보건관리,46151210.0
,교육격차 해소,44805820.0
,학생복지,66281480.0
기본적 교육활동,기본적 교육활동,311122780.0
,교과 활동,221868160.0
,창의적 체험활동,85716620.0
,자유학기(년) 활동,3538000.0
선택적 교육활동,선택적 교육활동,152032220.0
,방과후학교 운영,124714060.0
,직업교육,0.0
,국제교육,0.0
,독서활동,23318160.0
,교기육성,0.0
,기타 선택적 교육활동,4000000.0
교육활동 지원,교육활동 지원,327813480.0
,교무업무 운영,20241330.0
,생활지도 운영,24449010.0
,연구학교 운영,60776150.0
,학습지원실 운영,71049740.0
,교육여건 개선,151297250.0
학교 일반운영,학교 일반운영,383067870.0
,학교기관운영,146426410.0
,시설 장비 유지,229616050.0
,학교운영 협력,7025410.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,1728000.0
,반환금,1728000.0
,예비비,0.0
세출합계,세출합계,1576811950.0
