정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,63262050.0
,교직원보수,0.0
,기타 교직원 보수,4746970.0
,교직원 복지 및 역량강화,58515080.0
학생복지/교육격차 해소,학생복지/교육격차 해소,1538679640.0
,급식 관리,1134133580.0
,기숙사 관리,0.0
,보건관리,106666920.0
,교육격차 해소,3627000.0
,학생복지,294252140.0
기본적 교육활동,기본적 교육활동,928089154.0
,교과 활동,540124764.0
,창의적 체험활동,377972530.0
,자유학기(년) 활동,9991860.0
선택적 교육활동,선택적 교육활동,604201710.0
,방과후학교 운영,427779010.0
,직업교육,0.0
,국제교육,0.0
,독서활동,67714360.0
,교기육성,45653570.0
,기타 선택적 교육활동,63054770.0
교육활동 지원,교육활동 지원,498937210.0
,교무업무 운영,29909970.0
,생활지도 운영,83305130.0
,연구학교 운영,16979070.0
,학습지원실 운영,71331500.0
,교육여건 개선,297411540.0
학교 일반운영,학교 일반운영,882266690.0
,학교기관운영,232209250.0
,시설 장비 유지,638506050.0
,학교운영 협력,11551390.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,0.0
,반환금,0.0
,예비비,0.0
세출합계,세출합계,4515436454.0
