정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,79874180.0
,교직원보수,0.0
,기타 교직원 보수,48689540.0
,교직원 복지 및 역량강화,31184640.0
학생복지/교육격차 해소,학생복지/교육격차 해소,1293335880.0
,급식 관리,914689400.0
,기숙사 관리,0.0
,보건관리,134261970.0
,교육격차 해소,5500000.0
,학생복지,238884510.0
기본적 교육활동,기본적 교육활동,1215034570.0
,교과 활동,899489940.0
,창의적 체험활동,299046630.0
,자유학기(년) 활동,16498000.0
선택적 교육활동,선택적 교육활동,1165662860.0
,방과후학교 운영,594562200.0
,직업교육,0.0
,국제교육,0.0
,독서활동,54390480.0
,교기육성,311591840.0
,기타 선택적 교육활동,205118340.0
교육활동 지원,교육활동 지원,897186540.0
,교무업무 운영,27962460.0
,생활지도 운영,86093320.0
,연구학교 운영,75131240.0
,학습지원실 운영,130336430.0
,교육여건 개선,577663090.0
학교 일반운영,학교 일반운영,862043290.0
,학교기관운영,273522840.0
,시설 장비 유지,570375230.0
,학교운영 협력,18145220.0
학교시설 확충,학교시설 확충,12834800.0
,시설확충 및 개선,12834800.0
학교 재무활동,학교 재무활동,0.0
,반환금,0.0
,예비비,0.0
세출합계,세출합계,5525972120.0
