정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,56308640.0
,교직원보수,0.0
,기타 교직원 보수,6131730.0
,교직원 복지 및 역량강화,50176910.0
학생복지/교육격차 해소,학생복지/교육격차 해소,1500664830.0
,급식 관리,932471390.0
,기숙사 관리,0.0
,보건관리,215903300.0
,교육격차 해소,9407500.0
,학생복지,342882640.0
기본적 교육활동,기본적 교육활동,492066097.0
,교과 활동,345436387.0
,창의적 체험활동,137335120.0
,자유학기(년) 활동,9294590.0
선택적 교육활동,선택적 교육활동,525584374.0
,방과후학교 운영,404745444.0
,직업교육,0.0
,국제교육,0.0
,독서활동,52182140.0
,교기육성,25550580.0
,기타 선택적 교육활동,43106210.0
교육활동 지원,교육활동 지원,492686240.0
,교무업무 운영,21953130.0
,생활지도 운영,57373180.0
,연구학교 운영,114933190.0
,학습지원실 운영,80367820.0
,교육여건 개선,218058920.0
학교 일반운영,학교 일반운영,630559185.0
,학교기관운영,137744970.0
,시설 장비 유지,482456565.0
,학교운영 협력,10357650.0
학교시설 확충,학교시설 확충,38220000.0
,시설확충 및 개선,38220000.0
학교 재무활동,학교 재무활동,19751580.0
,반환금,19751580.0
,예비비,0.0
세출합계,세출합계,3755840946.0
