정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,311218010.0
,교직원보수,0.0
,기타 교직원 보수,241053180.0
,교직원 복지 및 역량강화,70164830.0
학생복지/교육격차 해소,학생복지/교육격차 해소,3030965000.0
,급식 관리,2342857170.0
,기숙사 관리,178692200.0
,보건관리,213633290.0
,교육격차 해소,40945800.0
,학생복지,254836540.0
기본적 교육활동,기본적 교육활동,1346484010.0
,교과 활동,976655600.0
,창의적 체험활동,351478790.0
,자유학기(년) 활동,18349620.0
선택적 교육활동,선택적 교육활동,1423865770.0
,방과후학교 운영,865723200.0
,직업교육,0.0
,국제교육,0.0
,독서활동,125517680.0
,교기육성,410320760.0
,기타 선택적 교육활동,22304130.0
교육활동 지원,교육활동 지원,812137030.0
,교무업무 운영,279608990.0
,생활지도 운영,137026180.0
,연구학교 운영,30988730.0
,학습지원실 운영,44113920.0
,교육여건 개선,320399210.0
학교 일반운영,학교 일반운영,1240243410.0
,학교기관운영,452341140.0
,시설 장비 유지,777033030.0
,학교운영 협력,10869240.0
학교시설 확충,학교시설 확충,579769430.0
,시설확충 및 개선,579769430.0
학교 재무활동,학교 재무활동,0.0
,반환금,0.0
,예비비,0.0
세출합계,세출합계,8744682660.0
