정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,62055160.0
,교직원보수,0.0
,기타 교직원 보수,7011850.0
,교직원 복지 및 역량강화,55043310.0
학생복지/교육격차 해소,학생복지/교육격차 해소,1381418360.0
,급식 관리,966142480.0
,기숙사 관리,0.0
,보건관리,169006720.0
,교육격차 해소,2350000.0
,학생복지,243919160.0
기본적 교육활동,기본적 교육활동,751079636.0
,교과 활동,466286728.0
,창의적 체험활동,279800448.0
,자유학기(년) 활동,4992460.0
선택적 교육활동,선택적 교육활동,562617080.0
,방과후학교 운영,403424890.0
,직업교육,0.0
,국제교육,0.0
,독서활동,54030810.0
,교기육성,40968410.0
,기타 선택적 교육활동,64192970.0
교육활동 지원,교육활동 지원,515038110.0
,교무업무 운영,27833540.0
,생활지도 운영,72549500.0
,연구학교 운영,98483400.0
,학습지원실 운영,45250160.0
,교육여건 개선,270921510.0
학교 일반운영,학교 일반운영,746348209.0
,학교기관운영,182985955.0
,시설 장비 유지,553079964.0
,학교운영 협력,10282290.0
학교시설 확충,학교시설 확충,15000000.0
,시설확충 및 개선,15000000.0
학교 재무활동,학교 재무활동,943400.0
,반환금,943400.0
,예비비,0.0
세출합계,세출합계,4034499955.0
