SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,2992840,N,1519560190,복식부기,결산세출,456645610,249829940,110438930,201090356,975786479,S010000371,4165805480,12491300.5,B100000001,01,일반고등학교,N,강동고등학교,
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,24420310,N,866245190,미지정,결산세출,612913627,527254600,37782980,539933090,1800168756,S010000372,5718960020,10209353.4,B100000001,01,일반고등학교,N,강서고등학교,
,사립,04,서울특별시 광진구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,2242704680,복식부기,결산세출,564226892,731191440,159639835,173054660,1380293677,S010000374,6294495500,11951973.8,B100000001,01,일반고등학교,N,건국대학교사범대학부속고등학교,
고,사립,04,서울특별시 동작구,4,서울특별시교육청,서울특별시교육청,B100000001,147144997,N,2204639650,미지정,결산세출,628537763,513197093,49678980,399748695,908237339,S010000378,4277492880,14629290.7,B100000001,01,일반고등학교,N,경문고등학교,
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,4982780,N,881540280,미지정,결산세출,574078157,647286574,70272470,216804787,1518138480,S010000380,4820855898,14508238.2,B100000001,01,일반고등학교,N,경복여자고등학교,
고,사립,04,서울특별시 마포구,4,서울특별시교육청,서울특별시교육청,B100000001,25197810,N,386497260,복식부기,결산세출,305349780,428438270,622164587,566978143,1365241749,S010000381,4109821090,12240891.4,B100000001,01,일반고등학교,N,경성고등학교,
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,4336860,N,1979423930,복식부기,결산세출,510461014,390297920,1046165126,298749440,1236295743,S010000382,4608442440,21664887.0,B100000001,01,일반고등학교,N,경신고등학교,
고,사립,04,서울특별시 동대문구,4,서울특별시교육청,서울특별시교육청,B100000001,3668480,N,162215170,복식부기,결산세출,323032040,206934020,1030244284,224349625,2344529055,S010000384,3830268490,11492561.8,B100000001,01,자율고등학교,N,경희고등학교,
,사립,04,서울특별시 동대문구,,서울특별시교육청,서울특별시교육청,B100000001,85829776,N,1389178335,미지정,결산세출,519717513,433674309,283230381,265256164,846013558,S010000385,4271472940,20754802.5,B100000001,01,일반고등학교,N,경희여자고등학교,
고,사립,04,서울특별시 성북구,4,서울특별시교육청,서울특별시교육청,B100000001,0,N,267349590,복식부기,결산세출,757201891,895942000,64768440,422926151,1326810527,S010000386,5204772220,11244994.7,B100000001,01,일반고등학교,N,계성고등학교,
,사립,04,서울특별시 성북구,,서울특별시교육청,서울특별시교육청,B100000001,519153965,N,1024410545,복식부기,결산세출,473823981,412338126,189562599,289557977,1074209680,S010000387,5189226140,13468844.4,B100000001,01,일반고등학교,N,고려대학교사범대학부속고등학교,
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,91315660,N,1467934210,복식부기,결산세출,536704367,1562593553,101902770,955221418,1384453460,S010000392,6764560390,12453713.3,B100000001,01,일반고등학교,N,광문고등학교,
,사립,04,서울특별시 마포구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,605163410,복식부기,결산세출,415305312,410238390,361897850,421658102,1529022865,S010000393,4872034190,12203003.0,B100000001,01,일반고등학교,N,광성고등학교,
