SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,99267230,N,478768560,미지정,결산세출,424103440,144260150,113439890,136039970,738706740,S010000371,4276771580,10614830.4,B100000001,01,일반고등학교,N,강동고등학교
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,0,N,1187368460,복식부기,결산세출,566485642,415479950,48904725,240455210,1456213080,S010000372,5667955675,9544684.0,B100000001,01,일반고등학교,N,강서고등학교
,사립,04,서울특별시 광진구,,서울특별시교육청,서울특별시교육청,B100000001,20795010,N,422342690,복식부기,결산세출,534494104,1253336175,128658690,84722860,1090669085,S010000374,6520385570,10045358.8,B100000001,01,일반고등학교,N,건국대학교사범대학부속고등학교
고,사립,04,서울특별시 동작구,4,서울특별시교육청,서울특별시교육청,B100000001,46095436,N,504203730,복식부기,결산세출,517973680,189188633,57235860,146046169,790913227,S010000378,4453843950,11641494.2,B100000001,01,일반고등학교,N,경문고등학교
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,54243610,N,629108430,복식부기,결산세출,545983320,312147385,52055927,134629782,1335214981,S010000380,4544463650,11831799.5,B100000001,01,일반고등학교,N,경복여자고등학교
고,사립,04,서울특별시 마포구,4,서울특별시교육청,서울특별시교육청,B100000001,751770,N,707200140,복식부기,결산세출,304171160,315217920,530754330,206778860,1205896200,S010000381,4062929830,11512873.2,B100000001,01,일반고등학교,N,경성고등학교
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,991709357,미지정,결산세출,514955011,248425609,1047504981,214683780,1105581400,S010000382,4922143380,18162657.7,B100000001,01,일반고등학교,N,경신고등학교
고,사립,04,서울특별시 동대문구,4,서울특별시교육청,서울특별시교육청,B100000001,501200,N,100988700,복식부기,결산세출,286835310,314997605,1062049643,152537858,1829927262,S010000384,4074184956,10759315.7,B100000001,01,자율고등학교,N,경희고등학교
,사립,04,서울특별시 동대문구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,763712000,복식부기,결산세출,613154218,891777656,311351617,238278939,610439400,S010000385,4101143720,17035876.8,B100000001,01,일반고등학교,N,경희여자고등학교
고,사립,04,서울특별시 성북구,4,서울특별시교육청,서울특별시교육청,B100000001,38845,N,62869964,복식부기,결산세출,547797791,588047200,93079760,261228831,1090475280,S010000386,5007594160,9540064.6,B100000001,01,일반고등학교,N,계성고등학교
,사립,04,서울특별시 성북구,,서울특별시교육청,서울특별시교육청,B100000001,2046770,N,560903530,미지정,결산세출,438983381,849093860,129162115,125973070,956622404,S010000387,5247168380,11770472.4,B100000001,01,일반고등학교,N,고려대학교사범대학부속고등학교
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,1393180,N,201029590,복식부기,결산세출,510788481,691726480,94921800,545334385,1199736350,S010000392,7333402890,10290207.4,B100000001,01,일반고등학교,N,광문고등학교
,사립,04,서울특별시 마포구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,906401880,복식부기,결산세출,400548523,548293182,388945860,120455416,1099608589,S010000393,4604062450,10800958.4,B100000001,01,일반고등학교,N,광성고등학교
,사립,04,서울특별시 관악구,,서울특별시교육청,서울특별시교육청,B100000001,1796410,N,937262110,복식부기,결산세출,435569000,220993675,109843740,86465040,714242670,S010000394,4696391760,13824499.8,B100000001,01,일반고등학교,N,광신고등학교
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,1012490,N,982329840,미지정,결산세출,438727346,204496730,67830020,301540398,993918548,S010000396,6570528840,11644804.2,B100000001,01,일반고등학교,N,광영고등학교
,사립,04,서울특별시 양천구,,서울특별시교육청,서울특별시교육청,B100000001,3591850,N,827168800,복식부기,결산세출,514642000,394591190,140233550,145737478,1045730130,S010000397,7115954720,12113733.3,B100000001,01,일반고등학교,N,광영여자고등학교
고,사립,04,서울특별시 관악구,4,서울특별시교육청,서울특별시교육청,B100000001,8842910,N,2527336940,미지정,결산세출,493095549,126631990,314712999,180425740,1165460150,S010000403,5812839070,16327719.4,B100000001,01,일반고등학교,N,남강고등학교
,사립,04,서울특별시 강남구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,77396470,미지정,결산세출,546329528,450855643,45837540,434995745,1834878140,S010000405,5601401830,8086056.6,B100000001,01,일반고등학교,N,단국대학교사범대학부속고등학교
고,사립,04,서울특별시 동대문구,4,서울특별시교육청,서울특별시교육청,B100000001,216559670,N,82694590,복식부기,결산세출,463656640,445767757,172044040,267274390,1006557839,S010000407,4876183130,9062260.0,B100000001,01,자율고등학교,N,대광고등학교
고,사립,04,서울특별시 은평구,4,서울특별시교육청,서울특별시교육청,B100000001,0,N,83431000,미지정,결산세출,278144788,1670212469,90901370,140139855,1298077032,S010000408,5063166600,10074851.8,B100000001,01,일반고등학교,N,대성고등학교
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,6581330,N,179442580,복식부기,결산세출,532257261,337132230,53301570,143084090,665131909,S010000409,4569606800,13210871.2,B100000001,01,일반고등학교,N,대신고등학교
,사립,04,서울특별시 광진구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,477795530,미지정,결산세출,415234740,787579640,198393782,267771590,1910185779,S010000411,5059646780,11979773.8,B100000001,01,일반고등학교,N,대원고등학교
,사립,04,서울특별시 광진구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,166200090,복식부기,결산세출,388449462,1442269428,39101562,309630514,825700865,S010000412,4981251550,12149930.7,B100000001,01,일반고등학교,N,대원여자고등학교
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,154141940,N,1670004360,미지정,결산세출,489504341,497303110,406284162,187401640,1031549283,S010000413,6496213840,10749658.5,B100000001,01,일반고등학교,N,대일고등학교
,사립,04,서울특별시 노원구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,117815430,미지정,결산세출,905853156,2258111961,55704520,261668706,1049526390,S010000414,6894045820,12305678.0,B100000001,01,일반고등학교,N,대진고등학교
,사립,04,서울특별시 노원구,,서울특별시교육청,서울특별시교육청,B100000001,26970700,N,2372867690,복식부기,결산세출,504570288,257642579,80102650,291529036,1335866710,S010000415,7409116920,12750432.6,B100000001,01,일반고등학교,N,대진여자고등학교
,사립,04,서울특별시 강남구,,서울특별시교육청,서울특별시교육청,B100000001,2176550,N,1326103860,복식부기,결산세출,367335388,254087770,222716631,1147098462,861464070,S010000416,6476233580,17528316.3,B100000001,01,특성화고등학교,N,대진디자인고등학교
고,사립,04,서울특별시 종로구,4,서울특별시교육청,서울특별시교육청,B100000001,0,N,118230000,복식부기,결산세출,524895836,652869506,110173830,121123753,919332030,S010000417,4611175370,11062383.0,B100000001,01,일반고등학교,N,덕성여자고등학교
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,50000000,복식부기,결산세출,568024064,773288020,397483150,176951861,2032716861,S010000418,6975528270,10501428.0,B100000001,01,일반고등학교,N,덕원여자고등학교
,사립,04,서울특별시 동대문구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,701004060,복식부기,결산세출,601702549,512576040,723705770,379674440,1150946300,S010000420,5781792470,10801975.5,B100000001,01,일반고등학교,N,동국대학교사범대학부속고등학교
,사립,04,서울특별시 서초구,,서울특별시교육청,서울특별시교육청,B100000001,106599740,N,375126360,복식부기,결산세출,714149111,215350096,86772700,198797892,1305993070,S010000421,6656524790,10103884.7,B100000001,01,일반고등학교,N,동덕여자고등학교
,사립,04,서울특별시 은평구,,서울특별시교육청,서울특별시교육청,B100000001,20534180,N,231724840,복식부기,결산세출,390105491,438489548,54976875,363717060,1271555952,S010000422,6613588780,9775721.6,B100000001,01,일반고등학교,N,동명여자고등학교
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,3531700,N,0,복식부기,결산세출,468439080,615209750,526605270,200242810,1375344485,S010000423,7210181600,10155815.1,B100000001,01,일반고등학교,N,동북고등학교
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,0,N,299882510,복식부기,결산세출,387734905,168999250,265629000,631141480,2217872868,S010000424,5249550710,13579986.3,B100000001,01,일반고등학교,N,동성고등학교
