SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
중,국립,3,경상남도 진주시,3.0,교육부,경상남도교육청,A000000001,0,N,1915000,복식부기,결산세출,282683150,110766410,42146390,223550020,645199490,S000003605,131469680,2749006.0,A000000001,17,N,경상국립대학교사범대학부설중학교,
,공립,3,경상남도 거제시,,거제교육지원청,경상남도교육청,S100000106,225030,N,272570350,복식부기,결산세출,333281990,246654700,175319630,176308820,942617280,S160000750,59646570,2903453.1,S100000001,17,N,거제고현중학교,
,공립,3,경상남도 거제시,,거제교육지원청,경상남도교육청,S100000106,0,N,0,복식부기,결산세출,160318560,129327050,18819920,236502860,405617210,S160000752,41682430,5702689.8,S100000001,17,N,거제제일중학교,
중,공립,3,경상남도 거제시,3.0,거제교육지원청,경상남도교육청,S100000106,0,N,209280290,복식부기,결산세출,295346540,222170650,223013260,235348990,1242455400,S160000753,86167370,2476633.0,S100000001,17,N,거제중앙중학교,
중,공립,3,경상남도 거제시,3.0,거제교육지원청,경상남도교육청,S100000106,0,N,17477000,복식부기,결산세출,130322460,138298870,19655720,65083170,347858470,S160000756,23778190,6749762.5,S100000001,17,N,성포중학교,
,공립,3,경상남도 거제시,,거제교육지원청,경상남도교육청,S100000106,210000,N,0,미지정,결산세출,125391930,105042920,29403620,57350110,258308160,S160000757,53060630,11031006.5,S100000001,17,N,동부중학교,
,공립,3,경상남도 거제시,,거제교육지원청,경상남도교육청,S100000106,0,N,137947910,미지정,결산세출,220676050,203642810,145891350,186414570,838107830,S160000759,56315540,2937596.2,S100000001,17,N,신현중학교,
,공립,3,경상남도 거제시,,거제교육지원청,경상남도교육청,S100000106,0,N,700000,미지정,결산세출,158781630,330198920,94426260,164429280,344723780,S160000760,23481090,7809377.3,S100000001,17,N,연초중학교,
중,공립,3,경상남도 거제시,3.0,거제교육지원청,경상남도교육청,S100000106,0,N,3036000,미지정,결산세출,284723900,393470620,22828690,203054280,926315430,S160000761,83968590,2840588.9,S100000001,17,N,옥포중학교,
,공립,3,경상남도 거제시,,거제교육지원청,경상남도교육청,S100000106,0,N,129570000,미지정,결산세출,141556590,138022080,24224190,116195990,362468770,S160000764,44450040,6688724.9,S100000001,17,N,지세포중학교,
중,공립,3,경상남도 거제시,3.0,거제교육지원청,경상남도교육청,S100000106,0,N,10000000,복식부기,결산세출,142718160,215589230,26489540,78037590,129200150,S160000765,16335320,7634197.4,S100000001,17,N,하청중학교,
중,공립,3,경상남도 거창군,3.0,거창교육지원청,경상남도교육청,S100000123,0,N,133847020,복식부기,결산세출,72163820,112095260,65313380,47669430,116530000,S160000909,40181460,10687279.5,S100000001,17,N,가조중학교,
,공립,3,경상남도 거창군,,거창교육지원청,경상남도교육청,S100000123,1306000,N,0,복식부기,결산세출,241725510,228030050,28298660,210273650,685680740,S160000912,62482070,4748523.4,S100000001,17,N,거창여자중학교,
중,공립,3,경상남도 거창군,3.0,거창교육지원청,경상남도교육청,S100000123,1165460,N,0,복식부기,결산세출,307880640,307450050,183058130,301400730,718060760,S160000913,111096820,6088683.2,S100000001,17,N,거창중학교,
중,공립,3,경상남도 거창군,3.0,거창교육지원청,경상남도교육청,S100000123,0,Y,0,미지정,,0,0,0,0,0,S160000914,0,,S100000001,17,Y,거창중학교고제분교장,본교에서 통합관리 운영하므로 제외처리함.
중,공립,3,경상남도 거창군,3.0,거창교육지원청,경상남도교육청,S100000123,0,N,0,미지정,결산세출,74432330,132544650,27572640,39001820,73175600,S160000920,26733990,17783858.6,S100000001,17,N,웅양중학교,
중,공립,3,경상남도 고성군,3.0,고성교육지원청,경상남도교육청,S100000137,0,N,0,미지정,결산세출,117812590,161215290,23464710,102595330,264737230,S160001022,42955530,8692447.3,S100000001,17,N,고성동중학교,
,공립,3,경상남도 고성군,,고성교육지원청,경상남도교육청,S100000137,0,N,68767800,미지정,결산세출,238751650,239050950,143561910,297817240,580047030,S160001023,34018640,4630101.8,S100000001,17,N,고성여자중학교,
중,공립,3,경상남도 고성군,3.0,고성교육지원청,경상남도교육청,S100000137,0,N,0,복식부기,결산세출,194093820,246081270,199992670,132485500,458970250,S160001024,48620120,6067505.4,S100000001,17,N,고성중학교,
,공립,3,경상남도 고성군,,고성교육지원청,경상남도교육청,S100000137,0,N,0,미지정,결산세출,91206940,113828290,22625450,37422240,77376460,S160001027,41446020,23994087.5,S100000001,17,N,동해중학교,
