정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,15520000.0
,교직원보수,0.0
,기타 교직원 보수,1400000.0
,교직원 복지 및 역량강화,14120000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,144606000.0
,급식 관리,87123000.0
,기숙사 관리,0.0
,보건관리,44613000.0
,교육격차 해소,0.0
,학생복지,12870000.0
기본적 교육활동,기본적 교육활동,122750000.0
,교과 활동,64135000.0
,창의적 체험활동,56165000.0
,자유학기(년) 활동,2450000.0
선택적 교육활동,선택적 교육활동,40366000.0
,방과후학교 운영,19366000.0
,직업교육,0.0
,국제교육,0.0
,독서활동,21000000.0
,교기육성,0.0
,기타 선택적 교육활동,0.0
교육활동 지원,교육활동 지원,57247000.0
,교무업무 운영,22769000.0
,생활지도 운영,1728000.0
,연구학교 운영,500000.0
,학습지원실 운영,28250000.0
,교육여건 개선,4000000.0
학교 일반운영,학교 일반운영,298710000.0
,학교기관운영,127677000.0
,시설 장비 유지,160943000.0
,학교운영 협력,10090000.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,449000.0
,반환금,0.0
,예비비,449000.0
세출합계,세출합계,679648000.0
