정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,141706000.0
,교직원보수,0.0
,기타 교직원 보수,89660000.0
,교직원 복지 및 역량강화,52046000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,1252538000.0
,급식 관리,1115217000.0
,기숙사 관리,0.0
,보건관리,100835000.0
,교육격차 해소,920000.0
,학생복지,35566000.0
기본적 교육활동,기본적 교육활동,515904000.0
,교과 활동,378396000.0
,창의적 체험활동,137508000.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,431431000.0
,방과후학교 운영,184718000.0
,직업교육,0.0
,국제교육,0.0
,독서활동,47332000.0
,교기육성,196361000.0
,기타 선택적 교육활동,3020000.0
교육활동 지원,교육활동 지원,281984000.0
,교무업무 운영,144830000.0
,생활지도 운영,55970000.0
,연구학교 운영,0.0
,학습지원실 운영,54134000.0
,교육여건 개선,27050000.0
학교 일반운영,학교 일반운영,616738000.0
,학교기관운영,205935000.0
,시설 장비 유지,395981000.0
,학교운영 협력,14822000.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,10700000.0
,반환금,0.0
,예비비,10700000.0
세출합계,세출합계,3251001000.0
