정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,139005000.0
,교직원보수,0.0
,기타 교직원 보수,114820000.0
,교직원 복지 및 역량강화,24185000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,3104881000.0
,급식 관리,2612939000.0
,기숙사 관리,0.0
,보건관리,255885000.0
,교육격차 해소,0.0
,학생복지,236057000.0
기본적 교육활동,기본적 교육활동,746187000.0
,교과 활동,333516000.0
,창의적 체험활동,384671000.0
,자유학기(년) 활동,28000000.0
선택적 교육활동,선택적 교육활동,1253895000.0
,방과후학교 운영,758261000.0
,직업교육,0.0
,국제교육,2000000.0
,독서활동,97268000.0
,교기육성,280242000.0
,기타 선택적 교육활동,116124000.0
교육활동 지원,교육활동 지원,417955000.0
,교무업무 운영,198575000.0
,생활지도 운영,77942000.0
,연구학교 운영,0.0
,학습지원실 운영,121398000.0
,교육여건 개선,20040000.0
학교 일반운영,학교 일반운영,746981000.0
,학교기관운영,322181000.0
,시설 장비 유지,400020000.0
,학교운영 협력,24780000.0
학교시설 확충,학교시설 확충,6000000.0
,시설확충 및 개선,6000000.0
학교 재무활동,학교 재무활동,12094000.0
,반환금,0.0
,예비비,12094000.0
세출합계,세출합계,6426998000.0
