정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,6703765.0
,교직원보수,0.0
,기타 교직원 보수,3866400.0
,교직원 복지 및 역량강화,2837365.0
학생복지/교육격차 해소,학생복지/교육격차 해소,106805487.5
,급식 관리,26040987.5
,기숙사 관리,0.0
,보건관리,27491922.5
,교육격차 해소,24228915.0
,학생복지,29043662.5
기본적 교육활동,기본적 교육활동,68988602.5
,교과 활동,52945965.0
,창의적 체험활동,15065137.5
,자유학기(년) 활동,977500.0
선택적 교육활동,선택적 교육활동,48208032.5
,방과후학교 운영,39904627.5
,직업교육,0.0
,국제교육,0.0
,독서활동,7053435.0
,교기육성,0.0
,기타 선택적 교육활동,1249970.0
교육활동 지원,교육활동 지원,29998257.5
,교무업무 운영,5794087.5
,생활지도 운영,602730.0
,연구학교 운영,3628875.0
,학습지원실 운영,11716495.0
,교육여건 개선,8256070.0
학교 일반운영,학교 일반운영,133173402.5
,학교기관운영,35884625.0
,시설 장비 유지,95473935.0
,학교운영 협력,1814842.5
학교시설 확충,학교시설 확충,10765750.0
,시설확충 및 개선,10765750.0
학교 재무활동,학교 재무활동,1143785.0
,반환금,1143785.0
,예비비,0.0
세출합계,세출합계,405787082.5
