정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,24075000.0
,교직원보수,0.0
,기타 교직원 보수,3340000.0
,교직원 복지 및 역량강화,20735000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,154314000.0
,급식 관리,90016000.0
,기숙사 관리,0.0
,보건관리,45367000.0
,교육격차 해소,0.0
,학생복지,18931000.0
기본적 교육활동,기본적 교육활동,158110000.0
,교과 활동,89219000.0
,창의적 체험활동,65481000.0
,자유학기(년) 활동,3410000.0
선택적 교육활동,선택적 교육활동,54017000.0
,방과후학교 운영,27996000.0
,직업교육,0.0
,국제교육,0.0
,독서활동,26021000.0
,교기육성,0.0
,기타 선택적 교육활동,0.0
교육활동 지원,교육활동 지원,63415000.0
,교무업무 운영,22975000.0
,생활지도 운영,5060000.0
,연구학교 운영,2000000.0
,학습지원실 운영,26880000.0
,교육여건 개선,6500000.0
학교 일반운영,학교 일반운영,321409000.0
,학교기관운영,130554000.0
,시설 장비 유지,183655000.0
,학교운영 협력,7200000.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,3486000.0
,반환금,0.0
,예비비,3486000.0
세출합계,세출합계,778826000.0
