정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,6562761310.0
,교직원보수,4144243690.0
,기타 교직원 보수,1684455140.0
,교직원 복지 및 역량강화,734062480.0
학생복지/교육격차 해소,학생복지/교육격차 해소,13095750990.0
,급식 관리,11284124340.0
,기숙사 관리,0.0
,보건관리,762012340.0
,교육격차 해소,59289350.0
,학생복지,990324960.0
기본적 교육활동,기본적 교육활동,5052773965.0
,교과 활동,3836634660.0
,창의적 체험활동,1122985305.0
,자유학기(년) 활동,93154000.0
선택적 교육활동,선택적 교육활동,2914001370.0
,방과후학교 운영,1670327020.0
,직업교육,0.0
,국제교육,0.0
,독서활동,353915540.0
,교기육성,810580940.0
,기타 선택적 교육활동,79177870.0
교육활동 지원,교육활동 지원,2763806110.0
,교무업무 운영,320582010.0
,생활지도 운영,390600920.0
,연구학교 운영,72327380.0
,학습지원실 운영,476813500.0
,교육여건 개선,1503482300.0
학교 일반운영,학교 일반운영,5800775759.0
,학교기관운영,1676322540.0
,시설 장비 유지,4060286579.0
,학교운영 협력,64166640.0
학교시설 확충,학교시설 확충,5088486740.0
,시설확충 및 개선,5088486740.0
학교 재무활동,학교 재무활동,119378340.0
,반환금,119378340.0
,예비비,0.0
세출합계,세출합계,41397734584.0
