정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,9039500.0
,교직원보수,0.0
,기타 교직원 보수,50000.0
,교직원 복지 및 역량강화,8989500.0
학생복지/교육격차 해소,학생복지/교육격차 해소,201678750.0
,급식 관리,133772000.0
,기숙사 관리,0.0
,보건관리,23780250.0
,교육격차 해소,0.0
,학생복지,44126500.0
기본적 교육활동,기본적 교육활동,110639250.0
,교과 활동,40543000.0
,창의적 체험활동,67596250.0
,자유학기(년) 활동,2500000.0
선택적 교육활동,선택적 교육활동,128095500.0
,방과후학교 운영,67525000.0
,직업교육,0.0
,국제교육,0.0
,독서활동,11747500.0
,교기육성,46548000.0
,기타 선택적 교육활동,2275000.0
교육활동 지원,교육활동 지원,56888750.0
,교무업무 운영,9806750.0
,생활지도 운영,16905000.0
,연구학교 운영,7875000.0
,학습지원실 운영,9229500.0
,교육여건 개선,13072500.0
학교 일반운영,학교 일반운영,176286500.0
,학교기관운영,67862250.0
,시설 장비 유지,105479250.0
,학교운영 협력,2945000.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,2736000.0
,반환금,0.0
,예비비,2736000.0
세출합계,세출합계,685364250.0
