정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,76663940.0
,교직원보수,0.0
,기타 교직원 보수,59648930.0
,교직원 복지 및 역량강화,17015010.0
학생복지/교육격차 해소,학생복지/교육격차 해소,1337595459.0
,급식 관리,1135454620.0
,기숙사 관리,0.0
,보건관리,104495170.0
,교육격차 해소,1600000.0
,학생복지,96045669.0
기본적 교육활동,기본적 교육활동,794183930.0
,교과 활동,609326790.0
,창의적 체험활동,149857140.0
,자유학기(년) 활동,35000000.0
선택적 교육활동,선택적 교육활동,723153970.0
,방과후학교 운영,544732500.0
,직업교육,0.0
,국제교육,0.0
,독서활동,80920250.0
,교기육성,93501920.0
,기타 선택적 교육활동,3999300.0
교육활동 지원,교육활동 지원,505011080.0
,교무업무 운영,40112620.0
,생활지도 운영,60733070.0
,연구학교 운영,105957310.0
,학습지원실 운영,47784410.0
,교육여건 개선,250423670.0
학교 일반운영,학교 일반운영,809379040.0
,학교기관운영,246667980.0
,시설 장비 유지,553189460.0
,학교운영 협력,9521600.0
학교시설 확충,학교시설 확충,342249010.0
,시설확충 및 개선,342249010.0
학교 재무활동,학교 재무활동,38648000.0
,반환금,38648000.0
,예비비,0.0
세출합계,세출합계,4626884429.0
