정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,75443004.0
,교직원보수,0.0
,기타 교직원 보수,58682640.0
,교직원 복지 및 역량강화,16760364.0
학생복지/교육격차 해소,학생복지/교육격차 해소,1359034920.0
,급식 관리,1124127550.0
,기숙사 관리,0.0
,보건관리,168886000.0
,교육격차 해소,1276000.0
,학생복지,64745370.0
기본적 교육활동,기본적 교육활동,899027820.0
,교과 활동,668263470.0
,창의적 체험활동,185805870.0
,자유학기(년) 활동,44958480.0
선택적 교육활동,선택적 교육활동,679963520.0
,방과후학교 운영,482635580.0
,직업교육,0.0
,국제교육,11979760.0
,독서활동,91988760.0
,교기육성,87920390.0
,기타 선택적 교육활동,5439030.0
교육활동 지원,교육활동 지원,1087087310.0
,교무업무 운영,40573340.0
,생활지도 운영,76807440.0
,연구학교 운영,105340100.0
,학습지원실 운영,61841130.0
,교육여건 개선,802525300.0
학교 일반운영,학교 일반운영,922493230.0
,학교기관운영,309072440.0
,시설 장비 유지,598646160.0
,학교운영 협력,14774630.0
학교시설 확충,학교시설 확충,585267620.0
,시설확충 및 개선,585267620.0
학교 재무활동,학교 재무활동,67274650.0
,반환금,67274650.0
,예비비,0.0
세출합계,세출합계,5675592074.0
