정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,86065180.0
,교직원보수,0.0
,기타 교직원 보수,70461800.0
,교직원 복지 및 역량강화,15603380.0
학생복지/교육격차 해소,학생복지/교육격차 해소,873679250.0
,급식 관리,511257460.0
,기숙사 관리,0.0
,보건관리,128087700.0
,교육격차 해소,0.0
,학생복지,234334090.0
기본적 교육활동,기본적 교육활동,518743290.0
,교과 활동,372838610.0
,창의적 체험활동,145904680.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,670564660.0
,방과후학교 운영,316896270.0
,직업교육,0.0
,국제교육,0.0
,독서활동,44166230.0
,교기육성,225255940.0
,기타 선택적 교육활동,84246220.0
교육활동 지원,교육활동 지원,988498380.0
,교무업무 운영,97266440.0
,생활지도 운영,31913850.0
,연구학교 운영,50934080.0
,학습지원실 운영,24489000.0
,교육여건 개선,783895010.0
학교 일반운영,학교 일반운영,647928430.0
,학교기관운영,245722480.0
,시설 장비 유지,388641260.0
,학교운영 협력,13564690.0
학교시설 확충,학교시설 확충,96958510.0
,시설확충 및 개선,96958510.0
학교 재무활동,학교 재무활동,37298180.0
,반환금,37298180.0
,예비비,0.0
세출합계,세출합계,3919735880.0
