정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,47235333.333333336
,교직원보수,0.0
,기타 교직원 보수,29886666.666666668
,교직원 복지 및 역량강화,17348666.666666668
학생복지/교육격차 해소,학생복지/교육격차 해소,417512666.6666667
,급식 관리,371739000.0
,기숙사 관리,0.0
,보건관리,33611666.666666664
,교육격차 해소,306666.6666666667
,학생복지,11855333.333333334
기본적 교육활동,기본적 교육활동,171968000.0
,교과 활동,126132000.0
,창의적 체험활동,45836000.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,143810333.33333334
,방과후학교 운영,61572666.666666664
,직업교육,0.0
,국제교육,0.0
,독서활동,15777333.333333334
,교기육성,65453666.666666664
,기타 선택적 교육활동,1006666.6666666666
교육활동 지원,교육활동 지원,93994666.66666667
,교무업무 운영,48276666.666666664
,생활지도 운영,18656666.666666668
,연구학교 운영,0.0
,학습지원실 운영,18044666.666666668
,교육여건 개선,9016666.666666666
학교 일반운영,학교 일반운영,205579333.33333334
,학교기관운영,68645000.0
,시설 장비 유지,131993666.66666667
,학교운영 협력,4940666.666666667
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,3566666.6666666665
,반환금,0.0
,예비비,3566666.6666666665
세출합계,세출합계,1083667000.0
