정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,201018270.0
,교직원보수,0.0
,기타 교직원 보수,129378060.0
,교직원 복지 및 역량강화,71640210.0
학생복지/교육격차 해소,학생복지/교육격차 해소,1661429500.0
,급식 관리,1360008990.0
,기숙사 관리,0.0
,보건관리,183880900.0
,교육격차 해소,50338990.0
,학생복지,67200620.0
기본적 교육활동,기본적 교육활동,1364735690.0
,교과 활동,892267690.0
,창의적 체험활동,459468000.0
,자유학기(년) 활동,13000000.0
선택적 교육활동,선택적 교육활동,976452790.0
,방과후학교 운영,618380110.0
,직업교육,0.0
,국제교육,0.0
,독서활동,61125780.0
,교기육성,282622350.0
,기타 선택적 교육활동,14324550.0
교육활동 지원,교육활동 지원,595799300.0
,교무업무 운영,50893870.0
,생활지도 운영,93784330.0
,연구학교 운영,0.0
,학습지원실 운영,55924050.0
,교육여건 개선,395197050.0
학교 일반운영,학교 일반운영,773557220.0
,학교기관운영,262742420.0
,시설 장비 유지,495371120.0
,학교운영 협력,15443680.0
학교시설 확충,학교시설 확충,4000000.0
,시설확충 및 개선,4000000.0
학교 재무활동,학교 재무활동,51341070.0
,반환금,51341070.0
,예비비,0.0
세출합계,세출합계,5628333840.0
