정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,161921000.0
,교직원보수,0.0
,기타 교직원 보수,144400000.0
,교직원 복지 및 역량강화,17521000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,2969657000.0
,급식 관리,2438194000.0
,기숙사 관리,154989000.0
,보건관리,128557000.0
,교육격차 해소,8100000.0
,학생복지,239817000.0
기본적 교육활동,기본적 교육활동,772477000.0
,교과 활동,367701000.0
,창의적 체험활동,404776000.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,754234000.0
,방과후학교 운영,490944000.0
,직업교육,0.0
,국제교육,0.0
,독서활동,109385000.0
,교기육성,153235000.0
,기타 선택적 교육활동,670000.0
교육활동 지원,교육활동 지원,400819000.0
,교무업무 운영,264118000.0
,생활지도 운영,76711000.0
,연구학교 운영,0.0
,학습지원실 운영,54890000.0
,교육여건 개선,5100000.0
학교 일반운영,학교 일반운영,1146677000.0
,학교기관운영,358793000.0
,시설 장비 유지,775694000.0
,학교운영 협력,12190000.0
학교시설 확충,학교시설 확충,2000000.0
,시설확충 및 개선,2000000.0
학교 재무활동,학교 재무활동,14000000.0
,반환금,0.0
,예비비,14000000.0
세출합계,세출합계,6221785000.0
