정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,4813500.0
,교직원보수,0.0
,기타 교직원 보수,535000.0
,교직원 복지 및 역량강화,4278500.0
학생복지/교육격차 해소,학생복지/교육격차 해소,37628500.0
,급식 관리,22363000.0
,기숙사 관리,0.0
,보건관리,11462250.0
,교육격차 해소,0.0
,학생복지,3803250.0
기본적 교육활동,기본적 교육활동,42433500.0
,교과 활동,22995750.0
,창의적 체험활동,18522750.0
,자유학기(년) 활동,915000.0
선택적 교육활동,선택적 교육활동,15357250.0
,방과후학교 운영,8773250.0
,직업교육,0.0
,국제교육,0.0
,독서활동,6459000.0
,교기육성,0.0
,기타 선택적 교육활동,125000.0
교육활동 지원,교육활동 지원,14745250.0
,교무업무 운영,5157500.0
,생활지도 운영,1512000.0
,연구학교 운영,500000.0
,학습지원실 운영,7325750.0
,교육여건 개선,250000.0
학교 일반운영,학교 일반운영,80930000.0
,학교기관운영,34355000.0
,시설 장비 유지,44402500.0
,학교운영 협력,2172500.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,100000.0
,반환금,0.0
,예비비,100000.0
세출합계,세출합계,196008000.0
