정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,8256666.666666667
,교직원보수,0.0
,기타 교직원 보수,1466666.6666666667
,교직원 복지 및 역량강화,6790000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,1267932000.0
,급식 관리,1162579000.0
,기숙사 관리,0.0
,보건관리,46916666.666666664
,교육격차 해소,0.0
,학생복지,58436333.333333336
기본적 교육활동,기본적 교육활동,300569666.6666667
,교과 활동,172841000.0
,창의적 체험활동,118662000.0
,자유학기(년) 활동,9066666.666666666
선택적 교육활동,선택적 교육활동,481316333.3333333
,방과후학교 운영,329133000.0
,직업교육,0.0
,국제교육,0.0
,독서활동,45070000.0
,교기육성,69988666.66666667
,기타 선택적 교육활동,37124666.666666664
교육활동 지원,교육활동 지원,185972000.0
,교무업무 운영,73563666.66666667
,생활지도 운영,37698000.0
,연구학교 운영,0.0
,학습지원실 운영,41124333.333333336
,교육여건 개선,33586000.0
학교 일반운영,학교 일반운영,285115000.0
,학교기관운영,112636000.0
,시설 장비 유지,167385666.66666666
,학교운영 협력,5093333.333333333
학교시설 확충,학교시설 확충,2000000.0
,시설확충 및 개선,2000000.0
학교 재무활동,학교 재무활동,0.0
,반환금,0.0
,예비비,0.0
세출합계,세출합계,2531161666.6666665
