정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,15376250.0
,교직원보수,0.0
,기타 교직원 보수,12967500.0
,교직원 복지 및 역량강화,2408750.0
학생복지/교육격차 해소,학생복지/교육격차 해소,84611750.0
,급식 관리,51541250.0
,기숙사 관리,0.0
,보건관리,30571750.0
,교육격차 해소,0.0
,학생복지,2498750.0
기본적 교육활동,기본적 교육활동,95393750.0
,교과 활동,46748250.0
,창의적 체험활동,47395500.0
,자유학기(년) 활동,1250000.0
선택적 교육활동,선택적 교육활동,85313250.0
,방과후학교 운영,64043250.0
,직업교육,0.0
,국제교육,6750000.0
,독서활동,11432500.0
,교기육성,2837500.0
,기타 선택적 교육활동,250000.0
교육활동 지원,교육활동 지원,58420750.0
,교무업무 운영,11730000.0
,생활지도 운영,15477500.0
,연구학교 운영,8560000.0
,학습지원실 운영,14030750.0
,교육여건 개선,8622500.0
학교 일반운영,학교 일반운영,157681000.0
,학교기관운영,38779750.0
,시설 장비 유지,117326250.0
,학교운영 협력,1575000.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,860000.0
,반환금,0.0
,예비비,860000.0
세출합계,세출합계,497656750.0
