정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,34872790.0
,교직원보수,0.0
,기타 교직원 보수,30124440.0
,교직원 복지 및 역량강화,4748350.0
학생복지/교육격차 해소,학생복지/교육격차 해소,489033414.0
,급식 관리,359482980.0
,기숙사 관리,0.0
,보건관리,92685230.0
,교육격차 해소,4094000.0
,학생복지,32771204.0
기본적 교육활동,기본적 교육활동,383635724.0
,교과 활동,318317414.0
,창의적 체험활동,58318310.0
,자유학기(년) 활동,7000000.0
선택적 교육활동,선택적 교육활동,254583380.0
,방과후학교 운영,182052750.0
,직업교육,0.0
,국제교육,0.0
,독서활동,30340210.0
,교기육성,147900.0
,기타 선택적 교육활동,42042520.0
교육활동 지원,교육활동 지원,394943650.0
,교무업무 운영,12437200.0
,생활지도 운영,27244350.0
,연구학교 운영,10656650.0
,학습지원실 운영,13162200.0
,교육여건 개선,331443250.0
학교 일반운영,학교 일반운영,406518290.0
,학교기관운영,94831500.0
,시설 장비 유지,306675800.0
,학교운영 협력,5010990.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,55106670.0
,반환금,55106670.0
,예비비,0.0
세출합계,세출합계,2018693918.0
