정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,6832500220.0
,교직원보수,4895660130.0
,기타 교직원 보수,1096612490.0
,교직원 복지 및 역량강화,840227600.0
학생복지/교육격차 해소,학생복지/교육격차 해소,10620903030.0
,급식 관리,7922077750.0
,기숙사 관리,0.0
,보건관리,1190715620.0
,교육격차 해소,64844910.0
,학생복지,1443264750.0
기본적 교육활동,기본적 교육활동,3561995660.0
,교과 활동,3053346530.0
,창의적 체험활동,400653490.0
,자유학기(년) 활동,107995640.0
선택적 교육활동,선택적 교육활동,2619770410.0
,방과후학교 운영,1373993340.0
,직업교육,0.0
,국제교육,0.0
,독서활동,412802470.0
,교기육성,721663000.0
,기타 선택적 교육활동,111311600.0
교육활동 지원,교육활동 지원,3384735960.0
,교무업무 운영,390416540.0
,생활지도 운영,293080460.0
,연구학교 운영,48994650.0
,학습지원실 운영,427937690.0
,교육여건 개선,2224306620.0
학교 일반운영,학교 일반운영,5112025113.0
,학교기관운영,1705666563.0
,시설 장비 유지,3381451610.0
,학교운영 협력,24906940.0
학교시설 확충,학교시설 확충,3545852660.0
,시설확충 및 개선,3545852660.0
학교 재무활동,학교 재무활동,122090620.0
,반환금,122090620.0
,예비비,0.0
세출합계,세출합계,35799873673.0
